,v_CA16_5807: Bicycle,GeoUID,Type,Region Name,Area (sq km),Population ,Dwellings ,Households ,"v_CA16_2416: $50,000 to $59,999","v_CA16_2417: $60,000 to $69,999","v_CA16_2418: $70,000 to $79,999","v_CA16_2419: $80,000 to $89,999","v_CA16_2420: $90,000 to $99,999",v_CA16_2447: Median total income of economic families in 2015 ($),v_CA16_2449: Average family size of economic families,v_CA16_2451: Median total income of couple economic families without children or other relatives in 2015 ($),v_CA16_2453: Average family size of couple economic families without children or other relatives,v_CA16_2455: Median total income of couple economic families with children in 2015 ($)
465,0,5350343.0,CT,Toronto,1.09816,4218,1620,1517,105,105,100,80,70,68864,3.2,55936,2,89344
466,10,5350344.01,CT,Toronto,1.06274,5186,1990,1880,170,120,120,120,90,71286,3.3,50624,2,89673
467,0,5350344.02,CT,Toronto,0.22083000000000003,3365,1850,1829,150,105,105,70,55,49344,2.7,54912,2,63616
468,15,5350345.0,CT,Toronto,0.78754,3938,1328,1258,110,85,80,85,85,78263,3.4,53952,2,92416
469,20,5350346.01,CT,Toronto,1.5199799999999999,4634,1717,1609,155,120,125,75,60,57728,3.4,51584,2,72384
470,10,5350346.02,CT,Toronto,0.40049,5388,2066,2029,180,185,175,115,110,61808,3.2,57088,2,73984
471,10,5350347.0,CT,Toronto,1.50409,2833,931,924,50,85,90,75,90,95232,3.3,84224,2,107648
472,40,5350348.0,CT,Toronto,2.31904,5601,2007,1972,160,165,145,150,135,90317,3.2,82688,2,104704
473,25,5350349.0,CT,Toronto,0.8761700000000001,5720,2335,2309,235,185,155,130,100,61952,3.1,57920,2,76480
474,20,5350350.0,CT,Toronto,3.3616599999999996,5419,2063,1986,155,165,130,110,85,79411,3.3,74624,2,98645
475,10,5350351.01,CT,Toronto,0.9748600000000001,5497,2130,2051,165,160,155,110,95,67691,3.2,56533,2,83712
476,10,5350351.02,CT,Toronto,0.56565,2756,1116,1088,120,95,70,55,55,61632,3,52544,2,78592
477,15,5350352.0,CT,Toronto,1.1271200000000001,5309,1945,1892,185,155,130,100,90,69184,3.3,59264,2,80896
478,0,5350353.02,CT,Toronto,1.21341,5305,1697,1649,145,140,130,100,95,73179,3.6,58112,2,87040
479,0,5350353.03,CT,Toronto,0.40919,3107,1100,1075,120,95,80,70,55,70400,3.4,59776,2,80128
480,10,5350353.04,CT,Toronto,0.62956,4509,1650,1590,125,105,95,75,65,55637,3.4,53376,2,69035
481,25,5350354.0,CT,Toronto,1.33283,5403,1826,1695,125,125,135,100,120,80282,3.5,68011,2,95437
482,0,5350355.02,CT,Toronto,1.105,5214,1980,1919,185,160,125,125,75,67098,3.2,57472,2,84139
483,0,5350355.04,CT,Toronto,0.5770000000000001,5270,1810,1776,175,160,160,105,85,60320,3.3,55552,2,71104
484,0,5350355.05,CT,Toronto,0.31432,3033,1056,993,105,100,60,65,35,53568,3.3,61440,2,62144
485,0,5350355.06,CT,Toronto,0.1923,1643,603,559,50,30,30,20,20,47744,3.4,58112,2,69632
486,15,5350356.0,CT,Toronto,1.55598,4833,1633,1555,140,140,120,95,85,87253,3.4,79019,2,101888
487,0,5350357.01,CT,Toronto,1.05106,7123,2490,2404,240,190,130,105,75,51482,3.8,41882,2,58480
488,0,5350357.02,CT,Toronto,1.10589,4940,1774,1693,130,90,85,75,50,45210,3.4,60800,2,62165
489,10,5350358.01,CT,Toronto,1.1101299999999998,3397,1180,1129,85,80,90,60,80,83200,3.3,71885,2,101696
490,0,5350358.02,CT,Toronto,0.6179100000000001,4732,2021,1955,155,155,110,85,65,63168,3.3,59776,2,83456
491,10,5350358.03,CT,Toronto,1.09741,5598,2304,2217,150,115,110,115,115,67182,3.3,64768,2,87232
492,0,5350359.0,CT,Toronto,2.23634,7558,2773,2687,235,170,140,150,105,57131,3.3,60288,2,75674
493,10,5350360.0,CT,Toronto,4.55616,6107,2040,1998,170,160,155,155,135,90709,3.3,79445,2,108442
494,0,5350361.01,CT,Toronto,2.95729,5804,1963,1928,80,100,95,130,95,129638,3.3,114944,2,156416
495,0,5350361.02,CT,Toronto,2.46272,7558,2476,2451,130,130,140,165,175,118412,3.3,96597,2,139520
496,0,5350362.01,CT,Toronto,2.5287900000000003,6300,2153,2083,175,175,140,150,135,88946,3.4,74325,2,110976
497,15,5350362.02,CT,Toronto,1.9434900000000002,5628,1731,1626,100,100,85,95,80,114091,3.7,85760,2,129984
498,10,5350362.03,CT,Toronto,3.3025800000000003,6866,2176,2074,130,130,115,100,130,108058,3.5,82944,2,128717
499,0,5350362.04,CT,Toronto,1.3530799999999998,5019,1796,1756,150,140,140,125,105,88768,3.4,74496,2,109995
500,0,5350363.02,CT,Toronto,1.19757,3253,1115,1106,95,75,95,80,75,89088,3.3,79104,2,102571
501,0,5350363.04,CT,Toronto,1.12713,3668,1119,1106,90,85,85,55,60,85577,3.6,73472,2,106496
502,0,5350363.05,CT,Toronto,0.50329,4538,1776,1694,155,110,65,65,55,46507,3.3,45824,2,55872
503,0,5350363.06,CT,Toronto,0.82891,7307,3439,3326,345,300,245,215,180,62229,2.8,58880,2,72107
504,0,5350363.07,CT,Toronto,2.2765400000000002,5338,1971,1925,150,120,105,60,45,48672,3.4,48256,2,56640
505,10,5350364.01,CT,Toronto,2.90673,5996,2034,1973,135,155,140,120,120,76800,3.4,68011,2,89907
506,0,5350364.02,CT,Toronto,0.74379,3053,1004,957,90,85,70,60,65,88320,3.4,75264,2,100864
507,0,5350365.0,CT,Toronto,1.5674,6497,2028,1946,190,135,160,150,110,78123,3.6,57600,2,88690
508,10,5350366.0,CT,Toronto,1.44064,6136,2143,2069,185,145,135,125,115,70496,3.4,59904,2,90197
509,0,5350367.01,CT,Toronto,0.71324,4710,1398,1375,170,125,95,100,60,59989,3.6,58560,2,66304
510,20,5350367.02,CT,Toronto,1.0306799999999998,3548,1218,1186,85,75,95,85,80,90112,3.3,78080,2,105216
511,10,5350368.01,CT,Toronto,0.8884700000000001,6843,3786,3582,320,290,210,190,140,61280,2.5,57984,2,72320
512,0,5350368.02,CT,Toronto,1.57328,4315,1464,1399,95,80,105,85,85,85248,3.2,65216,2,107776
513,10,5350369.0,CT,Toronto,2.4665,8094,2520,2441,250,210,185,140,135,69010,3.7,73472,2,73421
514,10,5350370.01,CT,Toronto,1.76665,9977,3792,3725,365,340,260,235,190,59941,3.2,53824,2,70327
515,20,5350370.02,CT,Toronto,2.27382,5580,1849,1803,175,140,150,125,95,71196,3.3,61696,2,81664
516,10,5350370.03,CT,Toronto,0.8572299999999999,4137,1409,1357,130,95,85,85,80,73882,3.5,64896,2,91264
517,20,5350371.0,CT,Toronto,3.7152300000000005,7626,2691,2570,200,175,180,160,160,82091,3.3,64960,2,95451
518,0,5350372.0,CT,Toronto,1.33184,4346,1504,1440,115,105,95,90,85,88832,3.3,67840,2,107008
519,15,5350373.0,CT,Toronto,0.9606899999999999,4806,1869,1801,150,140,115,100,75,70810,3.2,62208,2,89856
520,15,5350374.01,CT,Toronto,1.18795,4848,1717,1656,140,130,110,120,90,76983,3.2,67840,2,91136
521,10,5350374.02,CT,Toronto,0.80225,3215,1084,1053,100,90,70,65,55,78848,3.3,56832,2,98731
522,0,5350374.03,CT,Toronto,0.80821,4184,1718,1655,125,110,105,85,70,62336,3.1,46720,2,75904
523,15,5350375.01,CT,Toronto,0.95309,6324,2817,2733,220,150,135,125,85,54379,3,40544,2,78899
524,0,5350375.02,CT,Toronto,0.61463,1959,702,694,35,40,35,30,45,120064,3.3,96896,2,142848
525,0,5350375.03,CT,Toronto,0.81361,5318,1917,1866,165,135,100,115,75,58304,3.3,61440,2,71782
526,0,5350375.04,CT,Toronto,0.9242799999999999,5300,1667,1633,130,130,135,110,95,75648,3.4,66816,2,90522
527,10,5350375.05,CT,Toronto,1.13069,7208,2484,2449,215,170,185,135,115,81967,3.2,73984,2,98176
528,10,5350376.01,CT,Toronto,1.04665,5094,1697,1584,135,110,85,70,60,61491,3.4,58240,2,84224
529,15,5350376.02,CT,Toronto,0.8583,5176,1656,1614,160,135,130,85,80,56096,3.4,41216,2,64589
530,0,5350376.04,CT,Toronto,1.1940600000000001,5460,1866,1804,115,125,115,115,95,72761,3.1,54400,2,86374
531,10,5350376.05,CT,Toronto,1.30767,6860,2045,1998,150,175,145,110,105,66656,3.4,42923,2,82368
532,0,5350376.06,CT,Toronto,2.19192,484,229,219,15,10,5,5,5,40320,2.2,40320,2,0
533,15,5350376.08,CT,Toronto,0.87879,6157,2176,2123,200,175,175,155,105,68992,3.2,56576,2,79872
534,10,5350376.09,CT,Toronto,0.80105,4638,1644,1602,105,130,90,95,75,64960,3.1,40576,2,82048
535,10,5350376.11,CT,Toronto,0.47043999999999997,3416,1067,1014,115,105,70,50,55,57632,3.5,46976,2,68523
536,10,5350376.12,CT,Toronto,0.91215,5318,1922,1887,165,175,140,125,115,74935,3.2,62080,2,88448
537,0,5350376.13,CT,Toronto,0.51098,3902,1386,1362,105,105,85,80,80,66016,3.1,50304,2,79488
538,0,5350376.14,CT,Toronto,0.7362,3763,1091,1053,90,70,80,75,75,75819,3.4,57664,2,89805
539,0,5350376.15,CT,Toronto,0.92289,3696,1574,1518,115,85,95,90,75,66816,2.8,53163,2,86357
540,10,5350376.16,CT,Toronto,0.27148,4226,1672,1621,170,140,115,95,60,56722,3.2,55936,2,60032
541,25,5350377.01,CT,Toronto,2.06027,8996,3752,3574,310,270,275,220,160,66074,3,57472,2,76288
542,10,5350377.02,CT,Toronto,1.9059599999999999,4405,1493,1407,135,100,85,85,75,71488,3.3,53056,2,89173
543,10,5350377.03,CT,Toronto,0.65012,2815,892,868,70,70,65,50,60,82330,3.3,66816,2,96512
544,20,5350377.04,CT,Toronto,0.8833200000000001,5939,1746,1682,165,150,130,100,95,66414,3.5,48896,2,77107
545,0,5350377.06,CT,Toronto,0.51169,3809,1001,980,75,105,70,55,50,62592,3.5,37504,2,74944
546,20,5350377.07,CT,Toronto,0.76461,4857,1321,1282,105,110,105,90,90,68832,3.4,56363,2,81715
547,0,5350378.02,CT,Toronto,1.05954,3257,979,929,100,75,65,55,40,63296,3.5,47712,2,74752
548,10,5350378.03,CT,Toronto,2.2069099999999997,7363,2503,2434,250,250,175,200,155,75846,3.4,60032,2,89065
549,10,5350378.04,CT,Toronto,1.27906,6148,1826,1753,195,145,125,105,95,65843,3.9,53248,2,74155
550,0,5350378.05,CT,Toronto,0.7275699999999999,3907,1235,1201,105,100,105,80,80,76480,3.5,60160,2,92467
551,10,5350378.06,CT,Toronto,1.7906,6063,1754,1671,160,155,140,105,90,70030,3.8,49024,2,78123
552,0,5350378.07,CT,Toronto,2.80032,7099,2311,2226,225,200,170,150,130,67712,3.4,53056,2,78643
553,10,5350378.08,CT,Toronto,0.88574,6263,1997,1953,185,160,140,115,105,70016,3.4,53376,2,84139
554,0,5350378.11,CT,Toronto,0.9633700000000001,5693,1748,1713,195,150,145,135,100,69632,3.7,54272,2,79701
555,10,5350378.12,CT,Toronto,0.78391,5181,1904,1828,160,135,110,105,90,58496,3.4,41813,2,76416
556,10,5350378.14,CT,Toronto,0.9291299999999999,3892,1184,1168,110,90,75,85,75,63872,3.4,51328,2,74624
557,10,5350378.16,CT,Toronto,0.63484,6103,2005,1923,205,185,135,115,120,69931,3.6,49728,2,82176
558,10,5350378.17,CT,Toronto,0.47397,3336,961,903,90,80,65,60,65,74752,3.9,67328,2,89856
559,0,5350378.18,CT,Toronto,0.09093,2765,1114,1100,105,90,65,55,35,46763,3,30560,2,55637
560,10,5350378.19,CT,Toronto,4.5159199999999995,5162,1438,1411,100,120,110,95,80,75349,3.7,54656,2,86656
561,0,5350378.2,CT,Toronto,0.10951,2093,775,769,85,45,50,45,35,45248,3,35115,2,55360
562,0,5350378.21,CT,Toronto,0.70181,3948,1056,1043,80,75,90,90,65,73838,3.6,54656,2,84181
563,10,5350378.22,CT,Toronto,0.53214,3454,891,877,80,80,70,75,35,68288,3.6,47744,2,83712
564,10,5350378.23,CT,Toronto,1.53025,4095,1334,1302,105,85,100,75,80,73152,3.3,59605,2,86528
565,10,5350378.24,CT,Toronto,2.52877,6109,2218,2147,165,145,125,100,100,60288,3.2,36224,2,79445
566,10,5350378.25,CT,Toronto,4.76673,7931,1885,1858,150,145,140,140,145,92877,4.3,68864,2,97600
567,10,5350378.26,CT,Toronto,1.66052,4761,1165,1144,80,80,80,95,60,101888,4.2,77568,2,111309
568,0,5350378.27,CT,Toronto,20.2249,5806,1556,1530,115,115,135,135,115,89251,4,82944,2,96768
569,0,5350378.28,CT,Toronto,2.25257,7175,2041,1925,140,145,125,115,120,89970,3.9,64128,2,105435
570,0,5350802.01,CT,Toronto,2.2159999999999997,3829,1290,1267,70,65,60,85,80,115712,3.3,102784,2,128896
571,0,5350802.02,CT,Toronto,2.4403099999999998,5675,1844,1826,90,85,110,95,85,134758,3.3,105728,2,153673
