GeoUID,Type,Region Name,Area (sq km),Population ,Dwellings ,Households ,v_CA16_5807: Bicycle,v_CA16_61: 15 to 64 years,v_CA16_388: 15 to 64 years,v_CA16_418: Private households by household size,v_CA16_406: Population density per square kilometre,v_CA16_424: Number of persons in private households,v_CA16_478: Total - Census families in private households by family size - 100% data,v_CA16_485: Total couple families,v_CA16_491: Total - Couple census families in private households - 100% data,v_CA16_501: Total - Persons not in census families in private households - 100% data,v_CA16_509: Non-census-family households,v_CA16_504: Total - Private households by household type - 100% data,v_CA16_2201: Total - Income statistics in 2015 for the population aged 15 years and over in private households - 100% data,v_CA16_2246: Total - Total income groups in 2015 for the population aged 15 years and over in private households - 100% data,v_CA16_2297: Total - After-tax income groups in 2015 for the population aged 15 years and over in private households - 100% data,v_CA16_2351: With employment income,v_CA16_2396: Total - Income statistics in 2015 for private households by household size - 100% data,"v_CA16_2406: Under $5,000","v_CA16_2407: $5,000 to $9,999","v_CA16_2408: $10,000 to $14,999","v_CA16_2416: $50,000 to $59,999","v_CA16_2417: $60,000 to $69,999","v_CA16_2418: $70,000 to $79,999","v_CA16_2419: $80,000 to $89,999","v_CA16_2420: $90,000 to $99,999",v_CA16_2465: Median total income in 2015 for persons aged 15 years and over not in economic families ($),v_CA16_2510: Total - Low-income status in 2015 for the population in private households to whom low-income concepts are applicable - 100% data,"v_CA16_2525: In low income based on the Low-income measure, after tax (LIM-AT)","v_CA16_2555: In low income based on the Low-income cut-offs, after tax (LICO-AT)","v_CA16_2570: Prevalence of low income based on the Low-income cut-offs, after tax (LICO-AT) (%)"
5350187.00,CT,Toronto,1.21045,3448,1424,1351,55,2290,66.3,1350,2878.1,3445,980,820,820,545,395,1350,2850,2850,2850,2080,1350,25,25,25,95,85,70,75,55,36416,3450,355,270,7.8
5350188.00,CT,Toronto,0.55199,2017,842,797,40,1280,63.5,795,3655.3,2010,550,465,465,375,270,795,1680,1680,1680,1190,795,10,5,10,40,55,35,45,40,31552,2005,220,210,10.5
5350189.00,CT,Toronto,1.23951,5462,2226,2180,25,3635,66.5,2180,4406.3,5290,1470,1050,1050,1100,755,2180,4445,4440,4440,2910,2180,50,40,60,190,175,145,125,120,29717,5290,1150,1000,18.9
5350190.01,CT,Toronto,0.40227,9127,3577,3507,20,6265,68.7,3505,22681.4,9120,2365,1960,1960,1800,1225,3505,7250,7250,7250,4535,3505,120,70,150,365,290,245,170,120,25216,9120,3230,2685,29.4
5350190.02,CT,Toronto,0.5813,4765,2102,2026,20,3355,70.3,2025,8197.1,4765,1275,880,875,1080,790,2030,3920,3920,3920,2480,2025,55,55,105,160,125,105,100,75,23125,4765,1485,1320,27.7
5350191.00,CT,Toronto,0.82303,4229,1853,1779,40,2995,70.8,1775,5137.3,4230,1190,935,935,845,630,1780,3570,3570,3570,2595,1780,40,35,55,145,120,90,95,85,33301,4230,635,555,13.1
5350192.00,CT,Toronto,0.92037,905,462,440,0,590,65.2,440,986.8,905,210,165,165,295,240,440,790,790,790,485,440,10,5,15,35,20,15,20,10,23360,900,225,210,23.3
5350193.00,CT,Toronto,1.41592,3314,1070,1043,10,2300,69.2,1045,2396.2,3315,865,735,735,385,220,1045,2675,2675,2675,1805,1045,35,15,30,65,45,55,45,55,25440,3315,665,600,18.1
5350194.01,CT,Toronto,0.2315,5498,1482,1463,25,3290,59.8,1460,24922.9,5500,1270,1120,1115,465,265,1465,3565,3570,3565,1805,1465,60,25,65,155,125,65,60,45,19456,5495,3145,2580,47.0
5350194.02,CT,Toronto,0.34635,6240,1934,1923,10,3790,60.7,1925,18013.9,5990,1425,1225,1225,805,565,1925,4380,4380,4380,2390,1925,80,45,65,210,140,105,115,75,34432,5990,2830,2240,37.4
5350194.03,CT,Toronto,0.25016,2933,1238,1229,0,1795,61.2,1230,11722.6,2930,720,500,495,690,535,1230,2325,2325,2325,1360,1230,25,30,60,115,75,90,45,35,19648,2930,1230,935,31.9
5350194.04,CT,Toronto,2.29209,6437,2571,2508,20,4275,66.5,2505,2813.5,6425,1650,1345,1345,1155,925,2510,4980,4975,4980,3105,2510,85,60,65,250,220,165,140,115,39040,6425,2285,1835,28.6
5350195.01,CT,Toronto,0.9462,4483,1656,1604,60,2975,66.4,1605,4737.4,4350,1180,1020,1025,530,430,1600,3430,3425,3425,2630,1600,25,10,20,75,60,60,55,55,36096,4350,320,280,6.4
5350195.02,CT,Toronto,0.37813,2317,920,894,45,1490,64.6,890,6124.8,2320,635,535,535,300,265,890,1810,1815,1810,1390,895,15,10,10,40,45,45,40,35,51456,2315,135,95,4.1
5350196.01,CT,Toronto,0.3774,1977,811,775,25,1305,66.1,775,5237.1,1975,540,480,475,280,235,775,1640,1640,1635,1185,775,10,5,5,45,40,30,35,30,49792,1970,105,100,5.1
5350196.02,CT,Toronto,1.10548,5635,2376,2250,75,3675,65.2,2250,5097.7,5585,1535,1345,1345,820,720,2250,4565,4565,4565,3400,2250,45,30,35,110,80,90,95,85,47424,5585,380,355,6.4
5350200.01,CT,Toronto,0.6408,5614,3143,3055,70,3960,70.7,3055,10524.9,5590,1470,1070,1065,1885,1605,3055,5000,5000,5000,3380,3055,95,80,150,255,215,190,175,120,33984,5595,1540,1310,23.4
5350200.02,CT,Toronto,0.14209,981,680,649,15,770,78.6,650,6903.6,980,195,155,155,500,455,650,910,910,910,715,650,30,15,45,55,45,40,25,20,33408,975,225,195,20.0
5350201.00,CT,Toronto,0.75952,5371,2989,2776,50,3890,72.3,2775,7138.5,5325,1410,1160,1165,1650,1400,2775,4700,4705,4700,3415,2775,100,65,125,170,140,145,160,110,26784,5320,1170,1025,19.3
5350202.00,CT,Toronto,0.33589,1647,653,631,25,1140,69.0,630,4903.2,1645,465,390,390,250,175,635,1340,1340,1340,1030,630,5,5,10,35,30,25,45,35,39232,1645,140,115,7.0
5350203.00,CT,Toronto,0.58927,3160,1507,1431,25,2295,72.6,1430,5364.1,3115,855,675,680,780,600,1435,2685,2685,2685,2080,1430,25,25,50,95,90,105,100,80,36334,3115,410,380,12.2
5350204.00,CT,Toronto,0.74088,4537,2310,2210,105,3145,69.3,2210,6122.8,4535,1175,945,945,1265,1050,2210,3860,3865,3865,2840,2210,50,45,95,165,135,110,85,75,28736,4540,805,730,16.1
5350205.00,CT,Toronto,0.73372,149,0,0,x,x,x,F,204.8,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
5350206.01,CT,Toronto,1.13878,4217,2151,2041,45,2990,70.9,2045,3783.8,4210,1155,885,885,1135,910,2040,3670,3670,3665,2730,2040,30,35,65,165,160,155,125,110,36096,4210,640,535,12.7
5350206.02,CT,Toronto,1.08513,5867,2994,2774,65,4350,74.2,2775,5406.9,5855,1540,1215,1215,1655,1275,2775,5055,5055,5055,3775,2775,90,60,110,235,200,155,170,120,29845,5855,1135,985,16.8
5350207.00,CT,Toronto,0.67366,2605,1285,1181,25,2040,78.1,1180,3867.3,2600,670,515,515,780,540,1180,2295,2295,2295,1730,1180,35,40,35,90,90,75,45,60,23488,2600,515,490,18.8
5350208.00,CT,Toronto,1.29403,4172,2062,1981,25,2990,71.7,1980,3223.9,4150,1045,650,650,1205,965,1980,3515,3520,3520,2295,1980,55,65,170,135,115,100,75,60,19507,4150,1480,1220,29.4
5350209.00,CT,Toronto,0.69308,2718,1338,1252,20,1840,67.8,1250,3922.1,2670,670,495,500,795,610,1250,2330,2330,2335,1520,1255,30,40,70,80,65,55,65,45,19840,2665,640,560,21.0
5350210.01,CT,Toronto,2.96012,3083,1008,971,20,2320,75.3,970,1041.6,2610,795,675,670,325,210,970,2175,2175,2175,1705,970,10,5,10,55,70,50,40,50,43200,2610,205,140,5.4
5350210.02,CT,Toronto,0.94935,11390,9168,7016,85,9090,79.7,7015,12511.0,11385,3005,2625,2625,4450,4030,7015,10690,10690,10690,8480,7015,275,135,175,525,600,510,495,460,58089,11380,1730,1485,13.0
5350211.00,CT,Toronto,3.27116,6350,2512,2447,40,4360,68.7,2450,1941.2,6340,1845,1470,1470,1035,690,2450,5490,5490,5490,3910,2450,20,25,45,180,180,175,150,140,35456,6345,495,410,6.5
5350212.00,CT,Toronto,1.70654,5704,2220,2169,25,3915,68.6,2170,3397.9,5690,1635,1345,1350,895,600,2165,4775,4775,4775,3515,2170,35,20,35,155,120,145,125,110,36224,5685,490,440,7.7
5350213.01,CT,Toronto,0.94226,2666,1021,990,15,1740,65.2,990,2829.5,2665,780,660,665,380,250,990,2265,2265,2265,1605,990,10,10,5,65,65,55,45,40,39808,2660,180,145,5.5
5350213.02,CT,Toronto,7.04474,6045,3246,3134,0,4665,77.0,3130,864.7,5845,1615,1365,1365,1820,1535,3135,5315,5310,5315,4220,3135,85,40,70,250,275,270,235,235,56934,5845,810,655,11.2
5350214.00,CT,Toronto,2.82378,5069,2466,2389,15,3715,73.2,2385,1794.9,5070,1440,1205,1205,1205,985,2390,4450,4455,4455,3425,2390,40,25,25,175,195,155,155,135,54418,5070,480,385,7.6
5350215.00,CT,Toronto,2.60049,6748,2991,2789,55,4615,68.4,2790,2600.0,6680,1940,1620,1620,1200,905,2790,5680,5685,5685,4185,2785,35,25,35,175,165,150,150,135,36864,6680,580,495,7.4
5350216.00,CT,Toronto,1.9993,5532,2238,2163,50,3540,64.0,2160,2793.5,5440,1600,1435,1435,735,585,2165,4525,4530,4525,3355,2160,25,20,30,105,100,100,90,95,47019,5445,380,320,5.9
5350217.00,CT,Toronto,1.33055,5692,2917,2756,50,4185,73.5,2755,4704.5,5685,1530,1110,1105,1505,1245,2755,4840,4840,4840,3470,2755,95,60,130,275,235,180,130,90,32032,5690,1600,1250,22.0
5350218.00,CT,Toronto,0.683,2652,1060,1025,30,1655,62.3,1025,3882.3,2655,770,695,695,320,260,1025,2130,2130,2130,1570,1025,5,5,10,35,40,45,35,50,63104,2650,100,95,3.6
5350219.00,CT,Toronto,1.36063,4427,1690,1644,50,2810,63.5,1645,3254.0,4425,1270,1075,1075,585,410,1645,3655,3660,3660,2610,1645,20,10,15,80,100,95,75,80,41190,4425,235,200,4.5
5350220.00,CT,Toronto,1.32212,4177,1597,1584,20,2725,65.3,1580,3219.5,4080,1175,975,975,615,435,1585,3495,3490,3490,2545,1580,10,15,20,135,110,100,90,85,37824,4075,390,305,7.5
5350221.01,CT,Toronto,1.64542,6377,2751,2725,20,3775,59.2,2725,3925.8,6370,1880,1595,1595,1070,875,2725,5620,5620,5620,3660,2725,35,10,25,185,175,175,165,145,48427,6370,480,365,5.7
5350221.02,CT,Toronto,0.80501,5202,2167,2064,50,3750,72.0,2065,6461.3,5010,1365,1040,1040,1020,750,2065,4255,4260,4255,3130,2060,60,40,65,220,175,160,135,105,35520,5010,1015,870,17.4
5350222.01,CT,Toronto,1.28483,6699,2626,2557,0,4575,68.3,2560,5213.2,6690,1900,1545,1550,1065,735,2560,5655,5650,5650,4130,2560,45,20,35,205,210,185,175,140,43136,6695,715,620,9.3
5350222.02,CT,Toronto,1.2002,5141,1830,1782,15,3230,62.8,1780,4283.1,4900,1390,1035,1040,645,435,1785,3880,3880,3880,2620,1780,25,45,50,150,95,80,80,70,28544,4895,1095,895,18.3
5350223.01,CT,Toronto,0.87242,1522,536,530,10,965,63.5,530,1744.6,1520,460,395,390,140,90,530,1280,1280,1280,915,530,5,0,5,25,20,30,30,15,42112,1520,85,75,4.9
5350223.02,CT,Toronto,0.87247,2136,793,771,0,1440,67.3,770,2449.0,2120,610,525,530,245,170,770,1805,1810,1810,1325,770,10,5,10,30,20,50,40,40,38848,2120,130,120,5.7
5350224.00,CT,Toronto,1.04417,1696,578,573,0,1160,68.4,575,1624.1,1695,505,460,455,115,80,575,1400,1400,1405,1045,575,5,0,5,20,15,15,15,25,51200,1695,95,70,4.1
5350225.01,CT,Toronto,0.93466,4981,2387,2316,10,3190,64.0,2315,5330.1,4980,1430,1155,1155,1145,910,2320,4460,4460,4455,2970,2315,45,20,30,175,205,155,135,115,47053,4980,680,555,11.1
5350225.02,CT,Toronto,0.3048,9706,5006,4859,25,7225,74.4,4860,31843.8,9445,2415,1845,1840,3065,2490,4860,8300,8300,8295,5960,4860,150,155,235,455,390,385,275,275,32128,9440,2635,2150,22.8
5350226.00,CT,Toronto,0.95333,3167,1262,1212,0,1980,62.6,1210,3321.8,3165,930,850,850,360,295,1215,2605,2605,2605,1865,1210,20,0,10,55,45,45,55,50,51264,3165,140,130,4.1
5350227.00,CT,Toronto,0.49184,1750,637,626,0,1145,65.1,625,3558.4,1750,515,460,465,155,120,625,1440,1445,1440,1035,625,5,5,5,20,15,15,20,20,60288,1750,60,55,3.1
5350228.00,CT,Toronto,0.883,3131,1418,1362,30,1845,58.9,1360,3829.5,3130,915,810,810,515,455,1360,2675,2675,2675,1820,1365,15,15,10,50,90,75,60,60,62208,3130,170,155,5.0
5350229.00,CT,Toronto,0.32031,1223,393,384,0,725,59.2,385,3819.5,1120,320,285,285,90,70,385,870,865,870,650,385,5,0,5,10,15,10,10,10,49280,1125,45,40,3.6
5350230.01,CT,Toronto,1.50655,2537,1109,1082,10,1600,63.1,1085,1752.3,2400,710,585,585,455,395,1085,2115,2115,2115,1480,1080,20,10,20,75,60,75,65,50,49920,2400,205,175,7.3
5350230.02,CT,Toronto,0.98584,6537,2775,2606,10,4205,64.3,2605,6631.2,6330,1840,1380,1380,1105,815,2605,5450,5450,5450,3735,2605,30,15,35,250,205,210,185,135,37600,6335,850,615,9.7
5350231.00,CT,Toronto,3.02848,6461,2722,2566,20,4320,66.8,2570,2133.5,6460,1840,1580,1580,955,770,2570,5505,5505,5505,4010,2565,35,25,45,140,150,115,95,95,41779,6460,545,460,7.1
5350232.00,CT,Toronto,2.04605,3825,1348,1306,0,2485,64.8,1305,1869.5,3825,1140,1030,1030,275,190,1310,3235,3235,3240,2340,1305,5,0,5,30,35,35,45,55,66944,3825,170,150,3.9
5350233.00,CT,Toronto,2.0806,5530,2032,1982,0,3610,65.3,1985,2658.3,5525,1670,1415,1415,510,360,1980,4635,4630,4630,3230,1980,25,10,25,115,115,110,110,90,43968,5525,535,440,8.0
5350234.00,CT,Toronto,2.11718,4524,1645,1600,0,2930,64.9,1600,2136.7,4515,1325,1080,1080,440,310,1600,3745,3745,3745,2585,1600,10,5,20,85,110,90,95,65,40448,4515,490,380,8.4
5350235.01,CT,Toronto,1.40707,2841,1009,997,10,1895,66.7,995,2019.3,2840,845,695,700,340,195,1000,2440,2445,2440,1795,1000,10,0,5,45,55,70,60,50,41344,2840,165,130,4.6
5350235.02,CT,Toronto,1.07805,5277,2039,2010,15,3475,65.9,2010,4894.7,5270,1550,1180,1180,770,525,2010,4575,4575,4575,3090,2010,30,10,25,160,160,155,130,120,36480,5270,620,495,9.4
5350236.01,CT,Toronto,0.98685,6646,2560,2519,15,4345,65.3,2520,6734.9,6455,1845,1355,1350,1060,750,2520,5515,5515,5515,3725,2520,35,25,60,255,200,165,140,160,35669,6455,1085,815,12.6
5350236.02,CT,Toronto,4.07421,5946,2284,2256,10,3880,65.3,2255,1504.1,5900,1745,1435,1440,785,580,2255,5135,5135,5130,3585,2255,15,10,20,145,150,150,160,155,43840,5895,525,380,6.4
5350237.01,CT,Toronto,1.18532,6816,2468,2410,0,4280,62.9,2410,5750.4,6815,1845,1270,1275,1040,670,2410,5370,5370,5370,3395,2410,55,45,80,200,180,185,140,120,27307,6810,1815,1375,20.2
5350237.02,CT,Toronto,0.95503,2986,1077,1061,0,1870,62.6,1060,3126.0,2980,865,715,715,360,225,1060,2465,2470,2465,1640,1065,5,5,10,85,75,60,70,55,33184,2980,320,220,7.4
5350237.03,CT,Toronto,1.06898,5638,2626,2544,10,3375,59.8,2545,5274.1,5640,1580,1220,1220,1280,1020,2545,4940,4940,4940,3010,2545,20,20,50,220,215,180,165,140,37152,5640,835,635,11.3
5350238.01,CT,Toronto,1.03807,3350,1259,1231,0,2150,64.2,1230,3227.0,3345,995,855,855,350,260,1235,2910,2905,2905,2035,1230,5,10,5,65,75,75,60,55,45184,3345,210,140,4.2
5350238.02,CT,Toronto,0.98177,5244,2070,1953,10,3400,64.8,1955,5342.3,5240,1505,1135,1135,780,520,1955,4290,4290,4290,2925,1950,15,20,30,185,170,140,120,110,34688,5245,915,715,13.6
5350239.00,CT,Toronto,2.55782,6481,2511,2383,25,4305,66.4,2380,2561.6,6475,1860,1245,1250,925,590,2380,5235,5235,5240,3510,2385,35,40,60,200,175,180,105,130,33024,6475,1550,1235,19.1
5350240.01,CT,Toronto,1.27269,3366,1291,1263,10,2005,59.7,1265,2644.8,3365,1030,890,890,360,265,1260,2900,2900,2900,1910,1260,5,5,10,60,65,55,75,65,40448,3365,140,100,3.0
5350240.02,CT,Toronto,1.04495,6043,2621,2558,0,3455,57.2,2560,5782.8,5640,1635,1265,1265,1170,970,2555,4970,4970,4970,3170,2555,30,15,35,265,215,160,180,110,37984,5635,770,550,9.8
5350241.00,CT,Toronto,1.0982,3231,1030,1003,10,1885,58.2,1000,2967.2,2805,825,700,700,340,220,1005,2390,2390,2390,1700,1000,5,5,10,60,55,50,55,65,35712,2805,195,155,5.5
5350242.00,CT,Toronto,0.67084,1674,610,575,0,1110,66.5,575,2759.2,1670,460,245,245,205,135,575,1300,1305,1305,820,575,10,15,30,50,35,20,30,20,21056,1675,515,385,23.0
5350243.01,CT,Toronto,0.31518,6658,2236,2142,10,4070,61.1,2145,21129.8,6655,1560,1045,1045,1225,665,2140,5120,5120,5120,2625,2140,45,20,55,235,190,140,130,105,22229,6655,2435,1925,28.9
5350243.02,CT,Toronto,1.2154,3617,1342,1304,0,2405,66.4,1305,2975.7,3610,1015,735,740,590,370,1305,3095,3095,3095,2010,1305,20,15,25,145,120,105,75,55,31287,3610,570,465,12.9
5350244.01,CT,Toronto,1.45046,5677,2009,1945,10,3880,68.2,1945,3957.2,5675,1560,1105,1105,830,465,1945,4710,4710,4710,3095,1945,20,15,30,210,145,160,135,125,30144,5675,1065,805,14.2
5350244.02,CT,Toronto,1.46584,3779,1335,1274,10,2495,66.0,1275,2640.3,3770,1010,585,580,550,325,1270,2935,2935,2930,1840,1270,20,35,50,110,120,80,55,40,21600,3775,1130,890,23.6
5350245.00,CT,Toronto,1.42111,6934,2672,2567,25,4820,69.5,2565,4879.7,6930,1930,1335,1335,1175,755,2570,5795,5795,5795,3875,2565,55,40,85,255,200,155,155,140,29120,6935,1375,1170,16.9
5350246.00,CT,Toronto,1.0727,3595,1317,1279,0,2345,65.2,1280,3351.0,3425,955,765,765,590,395,1275,2925,2925,2930,1960,1280,15,55,55,80,75,75,75,85,21056,3425,555,470,13.7
5350247.01,CT,Toronto,17.35024,8727,2931,2748,10,6310,72.4,2745,504.8,8630,2305,1830,1830,1385,720,2750,7275,7275,7275,5115,2750,65,45,60,220,215,220,180,180,26880,8630,1395,1185,13.7
5350247.02,CT,Toronto,3.22582,7167,2537,2385,20,4810,67.1,2385,2221.5,7165,2050,1690,1695,960,545,2385,6055,6060,6055,4070,2385,50,20,35,220,185,180,165,130,30784,7165,885,780,10.9
5350248.02,CT,Toronto,1.23696,5671,1864,1784,0,3765,66.4,1785,4688.3,5595,1325,680,685,870,565,1785,4270,4270,4270,2415,1785,25,105,150,145,120,105,65,75,16576,5595,2070,1740,31.1
5350248.03,CT,Toronto,3.79608,2619,789,754,0,1875,71.6,755,701.7,2620,715,550,550,355,125,755,2225,2220,2225,1555,755,5,5,10,70,80,75,50,50,24992,2615,330,265,10.1
5350248.04,CT,Toronto,1.51177,4771,1671,1496,30,3315,69.5,1495,3220.0,4610,1175,845,845,1040,450,1500,3940,3940,3935,2745,1495,30,30,35,125,120,125,90,75,17643,4610,850,840,18.2
5350248.05,CT,Toronto,1.15519,4332,1413,1310,0,2945,67.9,1310,3859.9,4170,1050,810,810,925,405,1310,3630,3630,3630,2325,1310,40,25,40,105,80,90,80,65,17232,4175,790,770,18.4
5350249.01,CT,Toronto,0.82975,4650,1428,1341,0,3070,66.1,1340,5603.8,4650,1355,1115,1115,535,205,1340,3995,3995,3995,2645,1345,10,15,15,115,105,100,105,85,23552,4650,485,385,8.3
5350249.03,CT,Toronto,2.96801,5696,1704,1592,0,4020,70.6,1590,1922.3,5695,1570,1165,1165,670,255,1595,4725,4725,4725,3245,1590,25,20,20,160,150,145,125,115,26752,5690,960,710,12.5
5350249.04,CT,Toronto,0.68632,3344,999,952,15,2235,66.7,955,4872.5,3340,885,720,715,435,155,950,2710,2710,2715,1710,955,10,10,15,90,75,65,65,55,24704,3340,665,535,16.0
5350249.05,CT,Toronto,0.64364,5476,1584,1534,0,3810,69.6,1535,8507.1,5430,1465,1130,1130,530,195,1535,4230,4225,4225,2635,1535,30,25,40,175,165,130,85,70,18656,5430,1720,1320,24.3
5350250.01,CT,Toronto,1.40913,5432,1618,1545,0,3580,65.9,1545,3940.2,5210,1420,1100,1100,715,275,1545,4290,4295,4290,2735,1545,20,20,30,150,135,85,110,100,24789,5215,1045,875,16.8
5350250.02,CT,Toronto,1.99197,4928,1854,1735,15,3175,64.5,1735,2559.7,4910,1385,1015,1010,770,445,1735,4105,4105,4105,2685,1735,20,15,35,140,135,100,100,85,28075,4910,755,610,12.4
5350250.04,CT,Toronto,0.50556,6206,2057,1994,10,4175,67.4,1995,12840.9,6200,1630,1030,1030,975,460,1995,4585,4585,4590,3120,1995,45,25,35,270,205,165,110,100,26464,6205,1895,1510,24.3
5350250.05,CT,Toronto,0.70576,7607,2288,2270,10,5245,68.9,2270,11273.0,7605,1965,1405,1410,880,425,2270,5950,5945,5945,3480,2270,30,30,35,270,245,175,160,115,28352,7605,2320,1650,21.7
5350260.01,CT,Toronto,0.7288,6748,2431,2398,10,4580,67.9,2395,9423.3,6740,1750,1440,1435,1110,745,2400,5690,5695,5695,3610,2395,35,25,50,255,240,190,155,125,30933,6740,1560,1155,17.1
5350260.04,CT,Toronto,0.1881,4147,1498,1480,10,2695,65.0,1480,22046.8,4145,1035,815,820,720,480,1480,3210,3215,3210,1780,1480,65,40,65,125,95,75,80,50,17920,4140,1850,1485,35.9
5350260.05,CT,Toronto,0.2543,4020,1369,1332,10,2620,65.2,1335,15808.1,4020,1030,665,665,485,335,1330,2845,2845,2845,1380,1330,105,50,80,115,80,50,30,25,19872,4015,2450,1980,49.3
5350260.06,CT,Toronto,0.95204,3348,1132,1116,0,2390,71.5,1115,3603.9,3345,875,605,605,520,300,1115,2615,2620,2615,1780,1115,25,20,40,110,95,70,65,55,31872,3345,1040,865,25.9
5350260.07,CT,Toronto,0.35737,3670,1534,1504,20,2285,62.1,1505,10693.5,3665,1030,835,830,680,520,1505,3175,3175,3175,2000,1500,25,10,15,140,155,140,105,95,40422,3665,705,480,13.1
5350261.00,CT,Toronto,1.92395,5501,2284,2194,0,3315,60.3,2195,2881.0,5180,1365,885,885,1150,915,2195,4465,4465,4465,2505,2195,35,110,130,140,145,120,115,75,18616,5180,1535,1220,23.6
5350262.01,CT,Toronto,0.67091,5736,2752,2728,0,3935,68.5,2725,8549.7,5730,1570,1155,1155,1465,1190,2725,4890,4890,4890,3335,2730,60,45,80,280,240,200,150,115,36544,5730,1225,960,16.8
5350262.02,CT,Toronto,2.16555,6273,2526,2490,20,4225,67.4,2490,2931.9,6270,1700,1290,1290,1120,850,2490,5195,5195,5200,3330,2490,85,50,70,220,185,170,120,100,32256,6270,1695,1280,20.4
5350263.02,CT,Toronto,2.00598,3471,1680,1629,15,2120,61.1,1630,1730.1,3330,925,760,760,825,725,1630,2925,2920,2920,1990,1625,35,25,35,115,135,100,105,80,50432,3325,450,370,11.1
5350263.03,CT,Toronto,1.56059,4906,2106,2060,15,3290,67.1,2060,3143.3,4575,1270,990,995,990,825,2060,3940,3935,3935,2835,2060,45,35,50,210,170,130,115,105,44544,4575,730,595,13.0
5350263.04,CT,Toronto,0.69962,6531,3616,3536,0,3880,59.4,3535,9694.2,6395,1770,1435,1435,2040,1800,3535,5770,5770,5770,3675,3535,95,50,65,315,305,295,220,230,49719,6395,1120,845,13.2
5350264.00,CT,Toronto,3.46534,1301,482,435,0,845,65.0,435,375.4,1300,375,320,325,150,80,435,1145,1140,1145,715,435,10,5,5,15,10,10,5,10,61312,1300,170,160,12.3
5350265.00,CT,Toronto,2.6864,4756,1855,1742,25,2990,62.8,1740,1773.2,4680,1340,1205,1210,505,415,1745,3825,3830,3830,2595,1740,40,15,20,50,55,35,65,65,88576,4680,365,335,7.2
5350266.00,CT,Toronto,2.76338,3209,1141,1064,10,2205,68.8,1065,1163.8,3205,930,825,825,260,170,1065,2775,2775,2775,1825,1065,30,5,10,35,30,30,25,30,62336,3205,275,280,8.7
5350267.00,CT,Toronto,2.71113,6368,2133,2062,10,4040,63.5,2065,2350.9,6365,1835,1650,1650,525,295,2060,5275,5270,5270,3535,2060,35,20,20,75,90,70,65,65,45696,6365,640,560,8.8
5350268.00,CT,Toronto,3.0571,6419,2938,2837,25,3770,58.8,2835,2120.7,6335,1800,1515,1515,1310,1085,2840,5500,5495,5495,3510,2835,55,25,65,215,185,185,150,125,47104,6335,765,645,10.2
5350269.01,CT,Toronto,0.75312,5056,2354,2081,0,3695,73.1,2085,6811.3,5055,1345,890,895,1120,775,2080,4290,4290,4285,2765,2080,105,45,85,215,170,145,110,80,28800,5055,1670,1385,27.4
5350269.02,CT,Toronto,1.76908,2569,951,923,10,1685,65.6,925,1477.8,2565,775,665,665,250,175,925,2180,2175,2175,1565,920,10,10,10,45,45,40,55,40,53376,2565,230,210,8.2
5350270.01,CT,Toronto,1.12407,4980,2117,1953,0,3445,69.3,1950,4431.0,4975,1355,995,995,945,640,1950,4155,4155,4155,2835,1955,50,35,35,200,150,160,105,115,34752,4975,905,740,14.9
5350270.02,CT,Toronto,0.75775,4264,1636,1611,0,2810,65.8,1610,5639.5,4255,1200,875,870,615,450,1610,3420,3420,3420,2370,1615,45,10,30,125,135,100,110,95,38315,4255,725,560,13.2
5350271.01,CT,Toronto,0.8935,2429,899,893,15,1565,64.5,895,2718.5,2425,720,590,590,300,200,890,2060,2055,2060,1435,895,10,5,10,60,45,50,50,45,43648,2430,200,165,6.8
5350271.02,CT,Toronto,0.7092,4815,1765,1749,10,3165,65.8,1750,6791.3,4805,1345,1010,1010,625,445,1750,3890,3895,3890,2535,1750,50,20,50,135,135,105,110,80,29472,4810,1100,850,17.7
5350272.01,CT,Toronto,0.4552,5987,2408,2342,0,4245,70.9,2340,13152.5,5985,1600,1065,1065,1155,805,2345,4895,4900,4895,3300,2340,55,45,70,245,225,155,140,100,29600,5980,1695,1350,22.6
5350272.02,CT,Toronto,0.99884,4705,1791,1763,10,3090,65.7,1765,4711.1,4655,1315,1030,1030,745,520,1765,4010,4010,4010,2720,1765,20,15,25,175,120,125,110,95,37547,4660,625,495,10.6
5350273.01,CT,Toronto,3.20658,4014,1311,1231,10,2610,65.0,1230,1258.9,3905,1130,975,970,310,160,1230,3275,3270,3275,2180,1230,15,15,20,40,55,50,40,40,33920,3905,475,405,10.4
5350273.02,CT,Toronto,1.28882,4160,1530,1477,10,2675,64.3,1475,3228.1,4135,1240,1020,1020,465,290,1475,3535,3540,3535,2245,1475,45,20,30,75,55,65,40,65,40128,4135,775,635,15.4
5350274.01,CT,Toronto,1.52481,4900,1788,1756,0,3390,69.2,1755,3213.3,4900,1385,1115,1115,665,425,1755,4090,4095,4090,2865,1755,45,25,35,115,110,110,100,80,36267,4900,820,715,14.6
5350274.02,CT,Toronto,1.33137,4738,2056,1964,0,3260,68.8,1965,3558.7,4735,1375,1145,1145,770,635,1960,4140,4140,4140,2790,1965,60,25,35,125,100,125,110,90,54080,4735,740,610,12.9
