,v_CA16_5807: Bicycle,GeoUID,Type,Region Name,Area (sq km),Population ,Dwellings ,Households ,v_CA16_394: 85 years and over,v_CA16_396: 85 years and over,v_CA16_407: Land area in square kilometres,v_CA16_406: Population density per square kilometre,"v_CA16_401: Population, 2016",v_CA16_418: Private households by household size,v_CA16_424: Number of persons in private households,v_CA16_425: Average household size,v_CA16_478: Total - Census families in private households by family size - 100% data,v_CA16_483: Average size of census families,v_CA16_485: Total couple families
556,10,5350378.14,CT,Toronto,0.9291299999999999,3892,1184,1168,1.2,1,0.93,4189.0,3892,1165,3885,3.3,1100,3.1,855
557,10,5350378.16,CT,Toronto,0.63484,6103,2005,1923,1.2,1.3,0.63,9615.6,6103,1925,6095,3.2,1690,3.2,1340
558,10,5350378.17,CT,Toronto,0.47397,3336,961,903,0.6,0.8,0.47,7036.5,3336,905,3335,3.7,885,3.4,625
559,0,5350378.18,CT,Toronto,0.09093,2765,1114,1100,2.9,3.4,0.09,30384.6,2765,1100,2760,2.5,835,2.8,585
560,10,5350378.19,CT,Toronto,4.5159199999999995,5162,1438,1411,1.2,1.3,4.5,1146.1,5162,1410,5155,3.7,1485,3.1,1220
561,0,5350378.2,CT,Toronto,0.10951,2093,775,769,4.3,4,0.11,19114.2,2093,770,2090,2.7,660,2.8,505
562,0,5350378.21,CT,Toronto,0.70181,3948,1056,1043,1.3,1.2,0.7,5623.9,3948,1045,3945,3.8,1125,3.1,910
563,10,5350378.22,CT,Toronto,0.53214,3454,891,877,1.7,2,0.53,6492.5,3454,880,3450,3.9,995,3,800
564,10,5350378.23,CT,Toronto,1.53025,4095,1334,1302,3.4,3.8,1.53,2676.3,4095,1305,4075,3.1,1210,2.9,980
565,10,5350378.24,CT,Toronto,2.52877,6109,2218,2147,7.8,9.5,2.53,2415.7,6109,2145,5860,2.7,1715,2.9,1390
566,10,5350378.25,CT,Toronto,4.76673,7931,1885,1858,0.7,1,4.77,1664.2,7931,1855,7920,4.3,2090,3.5,1790
567,10,5350378.26,CT,Toronto,1.66052,4761,1165,1144,0.7,1,1.63,2927.5,4761,1145,4765,4.2,1300,3.4,1125
568,0,5350378.27,CT,Toronto,20.2249,5806,1556,1530,0.7,1,20.0,290.3,5806,1530,5800,3.8,1570,3.3,1265
569,0,5350378.28,CT,Toronto,2.25257,7175,2041,1925,1,1.2,2.22,3236.4,7175,1925,7155,3.7,1995,3.3,1505
570,0,5350802.01,CT,Toronto,2.2159999999999997,3829,1290,1267,1.2,1.6,2.18,1754.7,3829,1270,3830,3,1160,3,980
571,0,5350802.02,CT,Toronto,2.4403099999999998,5675,1844,1826,2.9,4.1,2.26,2511.4,5675,1825,5510,3,1635,3.1,1430
