,v_CA16_5807: Bicycle,GeoUID,Type,Region Name,Area (sq km),Population ,Dwellings ,Households ,"v_CA16_2406: Under $5,000","v_CA16_2407: $5,000 to $9,999","v_CA16_2408: $10,000 to $14,999","v_CA16_2409: $15,000 to $19,999","v_CA16_2410: $20,000 to $24,999","v_CA16_2411: $25,000 to $29,999","v_CA16_2412: $30,000 to $34,999","v_CA16_2413: $35,000 to $39,999","v_CA16_2414: $40,000 to $44,999","v_CA16_2415: $45,000 to $49,999"
250,0,5350213.02,CT,Toronto,7.044739999999999,6045,3246,3134,85,40,70,60,80,100,95,115,120,125
251,15,5350214.0,CT,Toronto,2.8237799999999997,5069,2466,2389,40,25,25,45,75,75,80,90,90,90
252,55,5350215.0,CT,Toronto,2.60049,6748,2991,2789,35,25,35,90,120,90,110,95,90,90
253,50,5350216.0,CT,Toronto,1.9993,5532,2238,2163,25,20,30,35,55,60,45,40,55,50
254,50,5350217.0,CT,Toronto,1.33055,5692,2917,2756,95,60,130,170,175,160,185,140,170,170
255,30,5350218.0,CT,Toronto,0.6829999999999999,2652,1060,1025,5,5,10,10,15,15,15,10,15,20
256,50,5350219.0,CT,Toronto,1.36063,4427,1690,1644,20,10,15,20,35,60,30,45,45,45
257,20,5350220.0,CT,Toronto,1.32212,4177,1597,1584,10,15,20,30,55,60,45,50,65,55
258,20,5350221.01,CT,Toronto,1.64542,6377,2751,2725,35,10,25,35,70,85,95,85,105,105
259,50,5350221.02,CT,Toronto,0.80501,5202,2167,2064,60,40,65,90,85,85,90,70,110,90
260,0,5350222.01,CT,Toronto,1.28483,6699,2626,2557,45,20,35,55,65,70,80,100,80,110
261,15,5350222.02,CT,Toronto,1.2002,5141,1830,1782,25,45,50,95,75,100,90,80,80,70
262,10,5350223.01,CT,Toronto,0.8724200000000001,1522,536,530,5,0,5,10,5,10,15,10,10,10
263,0,5350223.02,CT,Toronto,0.8724700000000001,2136,793,771,10,5,10,10,25,25,10,15,10,20
264,0,5350224.0,CT,Toronto,1.04417,1696,578,573,5,0,5,5,10,10,5,10,5,10
265,10,5350225.01,CT,Toronto,0.93466,4981,2387,2316,45,20,30,60,75,100,60,90,110,95
266,25,5350225.02,CT,Toronto,0.3048,9706,5006,4859,150,155,235,440,230,225,215,200,205,200
267,0,5350226.0,CT,Toronto,0.9533299999999999,3167,1262,1212,20,0,10,20,25,20,20,20,30,30
268,0,5350227.0,CT,Toronto,0.49183999999999994,1750,637,626,5,5,5,5,0,10,5,5,5,10
269,30,5350228.0,CT,Toronto,0.883,3131,1418,1362,15,15,10,15,35,20,25,35,30,30
270,0,5350229.0,CT,Toronto,0.32031,1223,393,384,5,0,5,5,10,5,10,0,5,5
271,10,5350230.01,CT,Toronto,1.50655,2537,1109,1082,20,10,20,25,35,30,45,30,35,35
272,10,5350230.02,CT,Toronto,0.9858399999999999,6537,2775,2606,30,15,35,70,115,100,95,130,115,150
273,20,5350231.0,CT,Toronto,3.02848,6461,2722,2566,35,25,45,70,70,70,70,75,75,85
274,0,5350232.0,CT,Toronto,2.04605,3825,1348,1306,5,0,5,5,10,10,15,20,20,15
275,0,5350233.0,CT,Toronto,2.0806,5530,2032,1982,25,10,25,35,45,35,65,65,45,45
276,0,5350234.0,CT,Toronto,2.11718,4524,1645,1600,10,5,20,35,40,50,50,50,60,45
277,10,5350235.01,CT,Toronto,1.40707,2841,1009,997,10,0,5,10,30,20,20,30,30,35
278,15,5350235.02,CT,Toronto,1.07805,5277,2039,2010,30,10,25,40,80,70,90,70,80,80
279,15,5350236.01,CT,Toronto,0.98685,6646,2560,2519,35,25,60,75,95,110,120,135,125,120
280,10,5350236.02,CT,Toronto,4.07421,5946,2284,2256,15,10,20,40,70,65,90,65,85,75
281,0,5350237.01,CT,Toronto,1.1853200000000002,6816,2468,2410,55,45,80,125,130,160,145,115,130,105
282,0,5350237.02,CT,Toronto,0.9550299999999999,2986,1077,1061,5,5,10,30,30,40,45,50,55,45
283,10,5350237.03,CT,Toronto,1.0689799999999998,5638,2626,2544,20,20,50,110,145,135,125,125,115,135
284,0,5350238.01,CT,Toronto,1.03807,3350,1259,1231,5,10,5,15,30,30,35,40,35,45
285,10,5350238.02,CT,Toronto,0.98177,5244,2070,1953,15,20,30,55,100,75,85,85,115,110
286,25,5350239.0,CT,Toronto,2.55782,6481,2511,2383,35,40,60,100,125,120,100,110,100,100
287,10,5350240.01,CT,Toronto,1.2726899999999999,3366,1291,1263,5,5,10,15,30,30,25,45,45,40
288,0,5350240.02,CT,Toronto,1.04495,6043,2621,2558,30,15,35,105,125,125,125,110,130,135
289,10,5350241.0,CT,Toronto,1.0982,3231,1030,1003,5,5,10,20,25,30,35,45,25,25
290,0,5350242.0,CT,Toronto,0.67084,1674,610,575,10,15,30,40,30,20,35,40,15,30
291,10,5350243.01,CT,Toronto,0.31518,6658,2236,2142,45,20,55,105,110,110,140,165,145,130
292,0,5350243.02,CT,Toronto,1.2154,3617,1342,1304,20,15,25,30,55,65,70,65,65,70
293,10,5350244.01,CT,Toronto,1.45046,5677,2009,1945,20,15,30,50,85,85,85,105,100,95
294,10,5350244.02,CT,Toronto,1.46584,3779,1335,1274,20,35,50,75,65,75,85,75,80,80
295,25,5350245.0,CT,Toronto,1.42111,6934,2672,2567,55,40,85,120,115,135,125,140,130,125
296,0,5350246.0,CT,Toronto,1.0727,3595,1317,1279,15,55,55,70,60,30,35,50,45,35
297,10,5350247.01,CT,Toronto,17.35024,8727,2931,2748,65,45,60,80,80,110,115,110,110,110
298,20,5350247.02,CT,Toronto,3.22582,7167,2537,2385,50,20,35,50,85,75,100,95,110,105
299,0,5350248.02,CT,Toronto,1.23696,5671,1864,1784,25,105,150,170,100,100,100,100,80,90
300,0,5350248.03,CT,Toronto,3.7960800000000003,2619,789,754,5,5,10,15,15,20,30,35,45,20
301,30,5350248.04,CT,Toronto,1.51177,4771,1671,1496,30,30,35,65,65,70,70,60,65,60
302,0,5350248.05,CT,Toronto,1.15519,4332,1413,1310,40,25,40,60,60,70,55,65,50,60
303,0,5350249.01,CT,Toronto,0.82975,4650,1428,1341,10,15,15,25,30,40,45,60,65,55
304,0,5350249.03,CT,Toronto,2.96801,5696,1704,1592,25,20,20,20,40,55,50,65,65,80
305,15,5350249.04,CT,Toronto,0.6863199999999999,3344,999,952,10,10,15,15,35,35,50,50,55,55
306,0,5350249.05,CT,Toronto,0.64364,5476,1584,1534,30,25,40,55,65,100,100,110,100,100
307,0,5350250.01,CT,Toronto,1.40913,5432,1618,1545,20,20,30,40,65,65,80,95,80,80
308,15,5350250.02,CT,Toronto,1.99197,4928,1854,1735,20,15,35,80,85,75,80,70,90,100
309,10,5350250.04,CT,Toronto,0.50556,6206,2057,1994,45,25,35,95,75,105,150,140,140,120
310,10,5350250.05,CT,Toronto,0.70576,7607,2288,2270,30,30,35,75,100,135,130,155,150,160
311,10,5350260.01,CT,Toronto,0.7288,6748,2431,2398,35,25,50,105,125,135,140,145,155,125
312,10,5350260.04,CT,Toronto,0.1881,4147,1498,1480,65,40,65,175,95,105,85,105,100,90
313,10,5350260.05,CT,Toronto,0.2543,4020,1369,1332,105,50,80,120,105,130,120,105,105,65
314,0,5350260.06,CT,Toronto,0.95204,3348,1132,1116,25,20,40,40,50,65,70,55,55,80
315,20,5350260.07,CT,Toronto,0.35736999999999997,3670,1534,1504,25,10,15,60,65,65,70,70,90,55
316,0,5350261.0,CT,Toronto,1.92395,5501,2284,2194,35,110,130,295,140,105,105,95,95,105
317,0,5350262.01,CT,Toronto,0.67091,5736,2752,2728,60,45,80,135,150,150,155,145,155,190
318,20,5350262.02,CT,Toronto,2.16555,6273,2526,2490,85,50,70,110,130,130,140,130,120,130
319,15,5350263.02,CT,Toronto,2.00598,3471,1680,1629,35,25,35,85,50,60,50,55,50,50
320,15,5350263.03,CT,Toronto,1.56059,4906,2106,2060,45,35,50,75,75,80,75,105,90,80
321,0,5350263.04,CT,Toronto,0.69962,6531,3616,3536,95,50,65,145,135,175,150,180,165,140
322,0,5350264.0,CT,Toronto,3.4653400000000003,1301,482,435,10,5,5,5,5,5,10,5,5,5
323,25,5350265.0,CT,Toronto,2.6864,4756,1855,1742,40,15,20,20,15,25,15,25,15,20
324,10,5350266.0,CT,Toronto,2.7633799999999997,3209,1141,1064,30,5,10,10,10,15,15,15,10,5
325,10,5350267.0,CT,Toronto,2.71113,6368,2133,2062,35,20,20,25,35,40,30,40,40,40
326,25,5350268.0,CT,Toronto,3.0571,6419,2938,2837,55,25,65,70,100,90,100,90,115,90
327,0,5350269.01,CT,Toronto,0.75312,5056,2354,2081,105,45,85,130,125,125,110,100,110,120
328,10,5350269.02,CT,Toronto,1.76908,2569,951,923,10,10,10,15,10,20,15,15,15,20
329,0,5350270.01,CT,Toronto,1.1240700000000001,4980,2117,1953,50,35,35,65,90,70,85,90,65,90
330,0,5350270.02,CT,Toronto,0.75775,4264,1636,1611,45,10,30,35,65,55,70,70,75,80
331,15,5350271.01,CT,Toronto,0.8935,2429,899,893,10,5,10,15,30,25,30,25,25,25
332,10,5350271.02,CT,Toronto,0.7092,4815,1765,1749,50,20,50,60,80,90,80,80,90,70
333,0,5350272.01,CT,Toronto,0.4552,5987,2408,2342,55,45,70,140,130,140,130,125,170,145
334,10,5350272.02,CT,Toronto,0.99884,4705,1791,1763,20,15,25,60,60,75,95,70,70,70
335,10,5350273.01,CT,Toronto,3.2065799999999998,4014,1311,1231,15,15,20,20,20,30,20,35,20,25
336,10,5350273.02,CT,Toronto,1.28882,4160,1530,1477,45,20,30,35,40,45,40,50,45,35
337,0,5350274.01,CT,Toronto,1.52481,4900,1788,1756,45,25,35,50,65,50,55,55,55,60
338,0,5350274.02,CT,Toronto,1.3313700000000002,4738,2056,1964,60,25,35,45,50,65,50,70,45,55
339,30,5350275.0,CT,Toronto,1.9755900000000002,5836,2451,2347,25,15,30,40,45,60,55,55,65,75
340,10,5350276.01,CT,Toronto,1.22609,6446,2764,2642,50,40,65,160,100,80,100,75,75,90
341,30,5350276.02,CT,Toronto,1.28263,6870,2514,2398,40,20,35,35,55,40,50,65,55,50
342,20,5350277.0,CT,Toronto,1.02778,4084,1323,1220,25,10,20,30,30,35,25,20,30,25
343,20,5350278.0,CT,Toronto,1.3337,7734,2944,2679,45,30,75,195,135,115,100,90,85,80
344,20,5350279.01,CT,Toronto,1.21444,4028,1665,1523,25,15,25,50,55,60,85,70,80,65
345,0,5350279.02,CT,Toronto,1.57835,6503,2195,2117,40,15,40,80,95,110,125,120,120,95
346,15,5350280.0,CT,Toronto,2.1417200000000003,7333,2993,2920,45,60,120,145,180,150,200,190,185,160
347,10,5350281.01,CT,Toronto,0.96206,6484,2324,2256,35,55,105,135,135,135,125,130,90,100
348,0,5350281.02,CT,Toronto,0.41638000000000003,3940,1350,1306,20,10,30,50,70,75,60,105,90,65
349,0,5350282.0,CT,Toronto,2.22534,4480,1663,1607,25,15,20,35,45,50,55,70,65,50
350,0,5350283.01,CT,Toronto,0.9285,5399,1965,1938,25,40,95,130,125,115,115,145,110,100
351,0,5350283.02,CT,Toronto,1.1671200000000002,4542,1761,1712,20,50,75,195,150,135,120,95,90,65
352,10,5350284.0,CT,Toronto,1.41266,6840,2427,2349,35,20,35,70,110,130,95,125,125,130
353,0,5350285.0,CT,Toronto,1.1118,3271,1269,1207,10,15,20,35,65,70,55,60,70,50
354,10,5350286.0,CT,Toronto,3.24625,4273,1987,1704,35,35,55,90,95,70,80,85,80,70
355,40,5350287.02,CT,Toronto,1.0580399999999999,6732,2401,2246,35,30,50,110,125,115,130,120,105,120
356,10,5350287.03,CT,Toronto,0.48415,3432,1444,1305,40,55,90,110,105,85,80,60,50,65
357,15,5350287.04,CT,Toronto,0.5939399999999999,4474,2069,2017,50,40,75,220,120,80,80,110,75,70
358,65,5350288.0,CT,Toronto,2.6307099999999997,9970,4165,4002,75,70,100,180,155,160,145,170,180,165
359,0,5350289.0,CT,Toronto,1.3028,4713,1779,1725,15,15,25,65,85,95,80,95,90,90
360,0,5350290.01,CT,Toronto,0.94404,3620,1515,1475,35,10,45,85,105,90,100,100,90,95
361,0,5350290.02,CT,Toronto,0.34585,1534,782,717,25,15,25,25,25,35,30,45,45,25
362,0,5350291.02,CT,Toronto,1.1464299999999998,4947,2010,1927,30,70,115,145,110,90,90,110,80,80
363,0,5350291.03,CT,Toronto,0.41741000000000006,2302,945,903,5,5,20,45,55,45,60,55,60,50
364,0,5350291.04,CT,Toronto,0.51571,1585,680,654,10,5,10,25,35,25,50,50,45,40
365,10,5350292.0,CT,Toronto,3.7421800000000003,6721,2893,2247,35,25,80,100,105,120,125,105,100,105
366,10,5350293.0,CT,Toronto,2.0619,6242,2197,2103,20,30,30,45,65,70,90,100,85,95
367,0,5350294.01,CT,Toronto,0.8592299999999999,4386,1586,1547,20,20,30,50,70,60,95,110,95,95
368,0,5350294.02,CT,Toronto,1.02545,4504,1453,1384,5,15,20,35,70,55,70,75,80,60
369,0,5350295.0,CT,Toronto,1.0824,5180,2035,1907,25,15,50,80,90,95,125,105,105,105
370,0,5350296.0,CT,Toronto,4.6433,64,19,19,x,x,x,x,x,x,x,x,x,x
371,15,5350297.01,CT,Toronto,1.13952,7313,3119,3027,85,50,75,320,120,115,115,120,130,125
372,15,5350297.02,CT,Toronto,1.50956,6502,2716,2552,50,30,65,200,105,110,110,80,105,90
373,10,5350298.0,CT,Toronto,2.27223,4661,1605,1566,25,10,35,45,50,60,55,40,45,35
374,20,5350299.01,CT,Toronto,2.8929099999999996,6256,2319,2207,40,25,45,65,80,70,55,85,55,50
375,0,5350299.02,CT,Toronto,0.1593,5247,3019,2815,265,95,80,115,100,100,105,110,110,100
376,10,5350300.0,CT,Toronto,1.03364,13667,7532,6956,715,195,210,245,220,215,210,220,205,255
377,0,5350301.01,CT,Toronto,0.90166,2915,1087,1071,20,10,15,30,25,40,25,40,40,35
378,10,5350301.03,CT,Toronto,0.2736,6949,2944,2789,260,100,125,120,120,120,130,120,135,140
379,10,5350301.04,CT,Toronto,1.42622,5859,2615,2502,180,60,70,130,135,130,110,120,105,110
380,20,5350302.01,CT,Toronto,1.2292100000000001,6253,2406,2358,40,25,35,65,90,75,90,95,110,75
381,15,5350302.02,CT,Toronto,1.08389,6140,2092,2037,60,35,40,65,85,85,115,80,90,110
382,0,5350302.03,CT,Toronto,0.69385,3425,1205,1124,45,15,25,40,40,65,50,55,55,45
383,0,5350303.0,CT,Toronto,1.0632700000000002,5355,1893,1819,75,30,65,90,95,100,115,110,95,80
384,0,5350304.01,CT,Toronto,0.24931,4541,1633,1610,65,40,45,70,80,95,95,95,75,100
385,0,5350304.02,CT,Toronto,1.21224,4777,1885,1832,50,25,30,35,45,55,55,50,50,50
386,0,5350304.03,CT,Toronto,0.9954700000000001,2898,994,968,10,10,20,15,35,20,50,30,35,45
387,10,5350304.04,CT,Toronto,0.23444,3724,1415,1404,50,35,50,65,50,75,85,70,60,75
388,10,5350304.05,CT,Toronto,0.703,2847,1112,1096,20,10,15,35,45,45,35,40,40,40
389,0,5350304.06,CT,Toronto,0.74893,5807,2258,2207,70,35,50,90,100,95,115,95,95,90
390,10,5350305.01,CT,Toronto,2.44425,4451,1626,1564,30,25,30,25,30,40,30,40,35,35
391,10,5350305.03,CT,Toronto,0.71145,4914,2338,2178,110,55,65,80,90,105,85,80,70,75
392,10,5350305.04,CT,Toronto,1.00966,9133,5153,4822,435,170,175,210,210,205,195,180,210,180
393,0,5350306.01,CT,Toronto,1.17222,4574,1586,1478,45,35,45,40,60,70,50,55,55,50
394,10,5350306.02,CT,Toronto,1.1185200000000002,4793,1831,1714,90,30,45,40,55,55,35,45,50,55
395,0,5350307.03,CT,Toronto,0.11010999999999999,5039,2359,2238,250,75,80,120,100,120,100,110,85,90
396,10,5350307.04,CT,Toronto,0.15295,7035,3530,3360,305,115,115,140,145,160,130,120,120,130
397,10,5350307.05,CT,Toronto,0.10463,3581,2038,1926,270,60,90,100,75,85,80,65,75,65
398,0,5350307.06,CT,Toronto,0.10419,5424,2374,2266,260,75,100,105,70,135,85,85,80,70
399,10,5350307.07,CT,Toronto,1.22458,6321,2651,2366,155,55,70,90,80,105,100,100,100,75
400,40,5350308.02,CT,Toronto,1.42465,4310,1688,1588,40,25,35,65,65,45,40,55,55,55
401,0,5350308.03,CT,Toronto,0.39669,1147,425,385,5,5,10,5,10,10,10,10,5,10
402,15,5350308.04,CT,Toronto,1.08521,11479,5941,5576,515,195,205,535,250,260,235,180,205,175
403,10,5350309.0,CT,Toronto,0.74182,6383,2354,2308,40,35,80,145,115,150,120,115,120,125
404,0,5350310.01,CT,Toronto,1.42763,3512,1271,1204,15,10,20,25,35,30,35,50,30,35
405,0,5350310.02,CT,Toronto,2.23548,5048,2028,1858,30,25,60,70,90,85,70,85,80,85
406,25,5350311.02,CT,Toronto,0.89054,5823,2308,2141,35,75,90,155,100,105,115,115,110,110
407,10,5350311.03,CT,Toronto,0.79713,2651,923,863,10,5,15,20,40,35,45,35,45,35
408,25,5350311.04,CT,Toronto,0.95755,6552,2436,2247,30,25,60,95,125,100,125,120,125,140
409,35,5350311.05,CT,Toronto,0.34549,6823,2681,2593,85,50,90,135,160,160,195,175,145,135
410,20,5350311.06,CT,Toronto,10.24442,5744,2703,2326,185,75,85,115,100,125,110,125,105,110
411,10,5350312.02,CT,Toronto,0.524,3448,1185,1077,5,15,25,40,65,60,85,65,60,70
412,10,5350312.03,CT,Toronto,1.48726,6420,2219,2164,25,25,70,85,125,110,130,130,100,130
413,15,5350312.04,CT,Toronto,0.72554,5763,1820,1718,20,30,45,90,110,125,125,130,120,115
414,10,5350312.05,CT,Toronto,0.34586999999999996,3836,1348,1295,15,35,60,120,95,115,105,105,95,85
415,10,5350312.06,CT,Toronto,0.45843999999999996,3444,1086,1058,10,10,20,40,85,75,65,80,45,50
416,0,5350312.07,CT,Toronto,0.6247,3076,1312,1221,10,25,40,220,105,50,60,70,35,50
417,10,5350313.0,CT,Toronto,2.89834,5554,1945,1808,25,15,20,35,85,85,90,90,105,80
418,0,5350314.01,CT,Toronto,0.4281,5036,1741,1676,35,35,35,95,90,105,125,110,115,95
419,10,5350314.02,CT,Toronto,1.12467,4955,1704,1568,25,20,50,60,60,85,85,80,80,60
420,10,5350315.01,CT,Toronto,1.51758,3368,1223,1122,5,5,10,20,50,45,45,55,55,60
421,0,5350315.02,CT,Toronto,0.42796000000000006,3543,1170,1076,10,15,20,30,60,50,65,85,80,75
422,0,5350315.03,CT,Toronto,6.01015,5505,1895,1699,25,30,30,45,90,95,105,115,105,85
423,25,5350316.01,CT,Toronto,1.7746,3910,1301,1224,10,10,15,25,60,70,55,55,70,60
424,20,5350316.03,CT,Toronto,0.40066,5888,2039,1948,45,45,80,115,105,135,140,120,125,120
425,10,5350316.04,CT,Toronto,0.46506000000000003,4275,1760,1679,40,55,110,295,115,125,100,110,80,95
426,15,5350316.05,CT,Toronto,0.40614,3992,1373,1309,30,25,60,70,80,75,95,90,105,85
427,15,5350316.06,CT,Toronto,0.40499,3672,1198,1164,15,35,50,95,80,75,95,70,80,70
428,25,5350317.02,CT,Toronto,0.43231,7347,3408,3336,105,95,145,495,235,200,210,170,170,160
429,10,5350317.03,CT,Toronto,1.19309,3688,1264,1245,15,5,25,25,35,55,35,40,40,60
430,15,5350317.04,CT,Toronto,0.72206,6627,2594,2534,40,40,65,130,135,165,155,160,120,125
431,0,5350317.05,CT,Toronto,0.54133,2229,834,811,20,15,15,60,30,35,25,35,30,35
432,15,5350318.0,CT,Toronto,1.9063700000000001,8574,3568,3330,310,100,100,165,145,160,145,140,130,120
433,10,5350319.0,CT,Toronto,1.20157,4191,1616,1527,50,30,45,65,70,95,85,55,65,70
434,20,5350320.01,CT,Toronto,0.73678,5197,2103,2036,45,45,95,220,145,155,130,105,85,90
435,10,5350320.02,CT,Toronto,0.8527600000000001,5869,2129,2067,50,40,55,95,100,100,125,110,95,90
436,0,5350321.01,CT,Toronto,1.25768,3830,1340,1258,35,20,30,35,35,45,55,35,45,35
437,10,5350321.02,CT,Toronto,1.2172,4030,1497,1429,55,25,40,40,55,85,60,55,50,65
438,15,5350322.01,CT,Toronto,0.20805,4737,2371,2242,240,90,100,115,105,130,100,70,80,90
439,10,5350322.02,CT,Toronto,1.40695,3500,1262,1185,60,20,40,185,50,65,45,30,35,35
440,0,5350323.01,CT,Toronto,1.04061,4289,1746,1706,40,35,30,55,85,75,85,60,70,65
441,10,5350323.02,CT,Toronto,1.8599900000000003,5367,1935,1849,35,15,25,35,60,50,70,70,70,60
442,0,5350324.01,CT,Toronto,1.1954,3498,1214,1143,15,20,25,40,55,45,50,50,60,40
443,0,5350324.02,CT,Toronto,1.89369,6123,2256,2133,60,55,80,80,95,110,105,105,70,55
444,0,5350324.03,CT,Toronto,2.16991,3862,1762,1701,50,25,35,180,60,95,65,55,50,35
445,10,5350324.05,CT,Toronto,0.65612,3388,1405,1382,35,20,40,285,55,70,35,40,25,30
446,0,5350324.06,CT,Toronto,0.65762,3561,1219,1182,30,15,15,15,25,50,40,45,50,45
447,10,5350330.0,CT,Toronto,2.19348,4288,1757,1730,15,5,20,30,65,50,55,70,50,60
448,0,5350331.01,CT,Toronto,1.52013,5629,2287,2261,25,15,20,30,75,60,75,80,80,100
449,0,5350331.03,CT,Toronto,0.51039,6162,1931,1877,40,30,65,100,115,145,145,145,135,150
450,0,5350331.04,CT,Toronto,1.06015,3212,1288,1261,20,15,25,35,50,40,60,40,45,55
451,0,5350332.0,CT,Toronto,1.52621,7350,2914,2785,45,135,215,195,160,160,165,160,145,150
452,10,5350333.0,CT,Toronto,2.39935,4695,1710,1644,15,20,20,30,50,65,45,60,60,65
453,10,5350334.0,CT,Toronto,2.38519,3500,1358,1274,25,15,15,25,50,35,25,25,35,35
454,15,5350335.0,CT,Toronto,2.2315099999999997,7740,3026,2984,60,50,110,245,185,145,130,130,160,120
455,30,5350336.0,CT,Toronto,1.63381,6772,2553,2393,40,30,55,60,95,85,90,105,75,90
456,0,5350337.01,CT,Toronto,0.20168,721,357,316,5,15,25,35,20,15,10,10,25,10
457,10,5350337.02,CT,Toronto,0.61933,2155,888,862,15,25,35,60,55,50,40,60,40,35
458,30,5350338.0,CT,Toronto,1.6501299999999999,5956,2729,2627,55,180,140,95,120,90,75,70,85,70
459,70,5350339.0,CT,Toronto,1.8385099999999999,6687,3110,3000,50,40,65,85,115,90,100,95,105,105
460,15,5350340.0,CT,Toronto,1.27488,6771,2557,2457,60,40,95,105,115,150,140,140,125,130
461,10,5350341.02,CT,Toronto,0.77866,4379,1860,1777,45,60,75,170,90,105,95,105,100,70
462,0,5350341.03,CT,Toronto,0.40538,3436,1465,1334,35,150,190,160,115,115,110,75,85,60
463,25,5350341.04,CT,Toronto,0.67099,6030,2261,2171,65,80,145,150,125,110,145,155,125,120
464,25,5350342.0,CT,Toronto,1.2329700000000001,7561,2414,2376,25,20,60,65,95,110,105,90,115,120
465,0,5350343.0,CT,Toronto,1.09816,4218,1620,1517,30,35,70,85,105,75,80,65,80,70
466,10,5350344.01,CT,Toronto,1.06274,5186,1990,1880,40,25,45,135,110,115,105,105,85,65
467,0,5350344.02,CT,Toronto,0.22083000000000003,3365,1850,1829,25,140,230,195,140,105,105,90,90,75
468,15,5350345.0,CT,Toronto,0.78754,3938,1328,1258,10,10,25,25,55,50,65,65,65,60
469,20,5350346.01,CT,Toronto,1.5199799999999999,4634,1717,1609,30,30,70,95,105,90,90,105,90,80
470,10,5350346.02,CT,Toronto,0.40049,5388,2066,2029,50,20,75,95,85,120,130,125,140,125
471,10,5350347.0,CT,Toronto,1.50409,2833,931,924,15,5,10,10,15,25,25,15,30,30
472,40,5350348.0,CT,Toronto,2.31904,5601,2007,1972,20,10,25,30,60,60,70,75,95,70
473,25,5350349.0,CT,Toronto,0.8761700000000001,5720,2335,2309,50,45,90,145,130,135,155,135,135,110
474,20,5350350.0,CT,Toronto,3.3616599999999996,5419,2063,1986,35,25,65,100,120,90,80,85,95,70
475,10,5350351.01,CT,Toronto,0.9748600000000001,5497,2130,2051,45,55,95,115,105,120,105,105,110,110
476,10,5350351.02,CT,Toronto,0.56565,2756,1116,1088,25,20,35,40,50,55,60,65,90,60
477,15,5350352.0,CT,Toronto,1.1271200000000001,5309,1945,1892,30,25,45,80,80,115,115,90,110,115
478,0,5350353.02,CT,Toronto,1.21341,5305,1697,1649,25,10,20,45,50,65,95,80,95,85
479,0,5350353.03,CT,Toronto,0.40919,3107,1100,1075,15,15,20,40,35,50,55,60,45,50
480,10,5350353.04,CT,Toronto,0.62956,4509,1650,1590,20,40,85,85,100,100,130,115,90,95
481,25,5350354.0,CT,Toronto,1.33283,5403,1826,1695,15,20,30,55,55,60,60,75,80,100
482,0,5350355.02,CT,Toronto,1.105,5214,1980,1919,20,25,50,80,95,125,105,105,125,105
483,0,5350355.04,CT,Toronto,0.5770000000000001,5270,1810,1776,30,15,40,80,85,100,120,120,110,115
484,0,5350355.05,CT,Toronto,0.31432,3033,1056,993,10,20,40,45,60,80,55,55,60,75
485,0,5350355.06,CT,Toronto,0.1923,1643,603,559,5,15,30,40,30,45,45,30,45,40
486,15,5350356.0,CT,Toronto,1.55598,4833,1633,1555,20,15,20,45,45,35,65,60,65,65
487,0,5350357.01,CT,Toronto,1.05106,7123,2490,2404,35,70,80,330,150,195,135,155,150,125
488,0,5350357.02,CT,Toronto,1.10589,4940,1774,1693,35,50,120,155,120,140,115,115,95,65
489,10,5350358.01,CT,Toronto,1.1101299999999998,3397,1180,1129,10,15,25,35,25,45,50,50,45,45
490,0,5350358.02,CT,Toronto,0.6179100000000001,4732,2021,1955,25,95,145,170,105,115,125,115,105,70
491,10,5350358.03,CT,Toronto,1.09741,5598,2304,2217,50,190,240,215,110,105,85,100,95,70
492,0,5350359.0,CT,Toronto,2.23634,7558,2773,2687,45,80,135,195,205,175,180,125,135,120
493,10,5350360.0,CT,Toronto,4.55616,6107,2040,1998,5,15,15,35,45,45,50,75,85,75
494,0,5350361.01,CT,Toronto,2.95729,5804,1963,1928,10,10,20,25,25,35,40,35,55,30
495,0,5350361.02,CT,Toronto,2.46272,7558,2476,2451,10,15,15,25,20,40,45,40,40,60
496,0,5350362.01,CT,Toronto,2.5287900000000003,6300,2153,2083,15,15,30,60,65,75,60,75,65,80
497,15,5350362.02,CT,Toronto,1.9434900000000002,5628,1731,1626,20,5,20,25,30,30,35,50,35,55
498,10,5350362.03,CT,Toronto,3.3025800000000003,6866,2176,2074,40,20,25,35,40,50,55,70,45,60
499,0,5350362.04,CT,Toronto,1.3530799999999998,5019,1796,1756,20,10,20,45,60,50,75,80,70,95
500,0,5350363.02,CT,Toronto,1.19757,3253,1115,1106,15,10,10,20,20,30,40,35,60,50
501,0,5350363.04,CT,Toronto,1.12713,3668,1119,1106,15,10,25,25,35,35,35,40,45,45
502,0,5350363.05,CT,Toronto,0.50329,4538,1776,1694,85,75,130,135,115,125,125,100,100,95
503,0,5350363.06,CT,Toronto,0.82891,7307,3439,3326,195,85,110,160,140,180,140,150,180,150
504,0,5350363.07,CT,Toronto,2.2765400000000002,5338,1971,1925,45,135,180,230,110,120,110,105,110,85
505,10,5350364.01,CT,Toronto,2.90673,5996,2034,1973,25,30,50,80,80,105,85,95,105,85
506,0,5350364.02,CT,Toronto,0.74379,3053,1004,957,5,5,20,20,25,30,35,40,35,35
507,0,5350365.0,CT,Toronto,1.5674,6497,2028,1946,25,25,30,65,60,70,95,100,75,65
508,10,5350366.0,CT,Toronto,1.44064,6136,2143,2069,30,35,70,95,100,90,110,110,105,85
509,0,5350367.01,CT,Toronto,0.71324,4710,1398,1375,35,25,40,55,45,65,65,65,80,85
