,GeoUID,Type,Region Name,Area (sq km),Population ,Dwellings ,Households ,v_CA16_1: Age Stats,v_CA16_2201: Total - Income statistics in 2015 for the population aged 15 years and over in private households - 100% data,v_CA16_2246: Total - Total income groups in 2015 for the population aged 15 years and over in private households - 100% data,v_CA16_2297: Total - After-tax income groups in 2015 for the population aged 15 years and over in private households - 100% data,v_CA16_2345: Total - Employment income groups in 2015 for the population aged 15 years and over in private households - 100% data,v_CA16_404: Total private dwellings,v_CA16_404: Total private dwellings.1,v_CA16_407: Land area in square kilometres,"v_CA16_401: Population, 2016","v_CA16_403: Population percentage change, 2011 to 2016",v_CA16_406: Population density per square kilometre,v_CA16_6751: Total - Employment income statistics for the population aged 15 years and over in private households - 25% sample data,v_CA16_6754: Number of employment income recipients aged 15 years and over in private households who worked full year full time in 2015 - 25% sample data,v_CA16_6757: Median employment income in 2015 for full-year full-time workers ($),v_CA16_6760: Average employment income in 2015 for full-year full-time workers ($),v_CA16_5621: Total population aged 15 years and over by work activity during the reference year - 25% sample data,v_CA16_5627: Worked,"v_CA16_5630: Worked full year, full time",v_CA16_5633: Worked part year and/or part time,"v_TX2016_349: Taxfilers and dependents by single year of age, 2016 - Total","v_TX2017_349: Taxfilers and dependents by single year of age, 2017 - Total","v_TX2018_349: Taxfilers and dependents by single year of age, 2018 - Total"
631,5350316.06,CT,Toronto,0.40499,3672,1198,1164,3670,2765,2765,2765,2765,1198,1198,0.41,3672,-1.0,9064.4,2740,560,34660,39437,2740,1450,580,875,2650,2730,2770
632,5350317.02,CT,Toronto,0.43231,7347,3408,3336,7350,6525,6525,6525,6525,3408,3408,0.43,7347,1.8,16999.1,6595,1430,40583,46349,6590,3695,1475,2220,8130,8460,8680
633,5350317.03,CT,Toronto,1.19309,3688,1264,1245,3690,3230,3235,3230,3230,1264,1264,1.19,3688,0.6,3090.8,3165,985,56812,71811,3165,2040,1010,1030,2210,2200,2210
634,5350317.04,CT,Toronto,0.72206,6627,2594,2534,6625,5600,5605,5605,5600,2594,2594,0.72,6627,10.2,9179.9,5590,1495,42430,47330,5590,3575,1555,2015,6580,6770,6950
635,5350317.05,CT,Toronto,0.54133,2229,834,811,2230,1995,1995,1995,1995,834,834,0.5,2229,0.1,4499.4,2010,635,44426,52603,2010,1320,640,680,3780,3790,3900
636,5350318.0,CT,Toronto,1.9063700000000001,8574,3568,3330,8575,7630,7630,7630,7630,3568,3568,1.91,8574,2.4,4497.7,7630,2075,47119,58897,7630,4545,2200,2340,6060,6170,6370
637,5350319.0,CT,Toronto,1.20157,4191,1616,1527,4190,3685,3685,3685,3685,1616,1616,1.2,4191,0.6,3487.8,3580,945,47097,61076,3580,2120,995,1120,3130,3110,3160
638,5350320.01,CT,Toronto,0.73678,5197,2103,2036,5195,4355,4360,4360,4360,2103,2103,0.74,5197,8.0,7054.4,4345,965,39636,50243,4345,2605,1015,1585,6340,6070,6290
639,5350320.02,CT,Toronto,0.8527600000000001,5869,2129,2067,5870,5150,5150,5150,5150,2129,2129,0.85,5869,3.0,6883.7,5270,1505,42772,49825,5270,3300,1570,1730,10540,10680,10880
640,5350321.01,CT,Toronto,1.25768,3830,1340,1258,3830,3365,3365,3365,3365,1340,1340,1.26,3830,-0.2,3046.0,3410,800,62804,114730,3410,2000,860,1140,3500,3510,3620
641,5350321.02,CT,Toronto,1.2172,4030,1497,1429,4030,3555,3555,3555,3555,1497,1497,1.22,4030,-2.4,3310.6,3510,925,52771,66088,3510,2125,970,1160,2520,2500,2560
642,5350322.01,CT,Toronto,0.20805,4737,2371,2242,4735,4320,4320,4320,4315,2371,2371,0.21,4737,-3.7,22774.0,4305,1320,54544,57714,4305,2655,1385,1270,1880,1840,1960
643,5350322.02,CT,Toronto,1.40695,3500,1262,1185,3500,2710,2710,2710,2710,1262,1262,1.41,3500,-1.1,2487.4,2720,580,51020,80465,2725,1455,635,815,4500,4490,4560
644,5350323.01,CT,Toronto,1.04061,4289,1746,1706,4290,3735,3735,3735,3735,1746,1746,1.03,4289,4.6,4148.4,3775,1030,54698,73404,3775,2185,1060,1130,5900,5800,5950
645,5350323.02,CT,Toronto,1.8599900000000003,5367,1935,1849,5365,4400,4400,4400,4400,1935,1935,1.85,5367,-4.6,2895.3,4180,1060,65249,81191,4185,2350,1085,1260,5580,5500,5460
646,5350324.01,CT,Toronto,1.1954,3498,1214,1143,3500,3015,3015,3015,3015,1214,1214,1.18,3498,-8.0,2958.9,3195,790,48777,59171,3195,1880,850,1025,3510,3430,3500
647,5350324.02,CT,Toronto,1.89369,6123,2256,2133,6125,5340,5335,5335,5335,2256,2256,1.89,6123,-5.2,3233.9,5420,1295,55413,65531,5420,3065,1380,1690,6340,6360,6480
648,5350324.03,CT,Toronto,2.16991,3862,1762,1701,3860,3535,3540,3535,3540,1762,1762,2.17,3862,-5.8,1781.9,3685,810,57534,68764,3685,1680,840,840,4020,3880,3900
649,5350324.05,CT,Toronto,0.65612,3388,1405,1382,3390,2980,2985,2980,2985,1405,1405,0.66,3388,-2.9,5163.1,2900,720,52430,63050,2905,1620,750,865,2960,2880,2950
650,5350324.06,CT,Toronto,0.65762,3561,1219,1182,3560,2945,2945,2945,2945,1219,1219,0.66,3561,-1.4,5433.3,2800,955,51085,55922,2795,1860,985,875,4170,4140,4110
651,5350330.0,CT,Toronto,2.19348,4288,1757,1730,4285,3675,3675,3675,3675,1757,1757,2.19,4288,1.1,1954.7,3620,1205,70547,80509,3615,2330,1230,1100,5780,5720,5780
652,5350331.01,CT,Toronto,1.52013,5629,2287,2261,5625,4685,4685,4685,4685,2287,2287,1.52,5629,1.0,3703.0,4740,1455,57980,70709,4740,2755,1490,1270,4570,4590,4600
653,5350331.03,CT,Toronto,0.51039,6162,1931,1877,6160,4530,4525,4525,4525,1931,1931,0.51,6162,4.2,12072.9,4495,855,37927,43159,4500,2415,895,1515,8980,9070,9310
654,5350331.04,CT,Toronto,1.06015,3212,1288,1261,3210,2655,2655,2655,2655,1288,1288,1.06,3212,-0.4,3029.9,2685,920,56341,73683,2685,1690,930,765,3380,3410,3430
655,5350332.0,CT,Toronto,1.52621,7350,2914,2785,7350,5895,5895,5895,5895,2914,2914,1.53,7350,-1.6,4815.6,5895,1395,45386,52904,5895,3280,1455,1825,7370,7410,7580
656,5350333.0,CT,Toronto,2.39935,4695,1710,1644,4695,3940,3935,3935,3940,1710,1710,2.4,4695,-1.7,1956.9,3920,1220,54860,66592,3915,2475,1265,1210,4610,4690,4710
657,5350334.0,CT,Toronto,2.38519,3500,1358,1274,3500,2880,2880,2880,2880,1358,1358,2.38,3500,-2.6,1470.2,2900,1045,76495,89119,2900,2000,1065,935,3270,3330,3370
658,5350335.0,CT,Toronto,2.2315099999999997,7740,3026,2984,7740,6435,6435,6435,6435,3026,3026,2.23,7740,5.5,3468.1,6440,1770,52939,58145,6435,3850,1845,2000,7460,7680,7860
659,5350336.0,CT,Toronto,1.63381,6772,2553,2393,6770,5625,5630,5625,5625,2553,2553,1.63,6772,1.2,4144.2,5630,1910,52666,59121,5630,3710,1950,1770,6870,6870,7100
660,5350337.01,CT,Toronto,0.20168,721,357,316,720,595,595,595,595,357,357,0.2,721,7.8,3574.6,590,175,42911,53537,590,390,180,205,500,520,730
661,5350337.02,CT,Toronto,0.61933,2155,888,862,2155,1570,1570,1570,1570,888,888,0.62,2155,-4.8,3480.3,1560,440,55216,65777,1565,920,450,470,1980,1980,2010
662,5350338.0,CT,Toronto,1.6501299999999999,5956,2729,2627,5955,4945,4950,4945,4945,2729,2729,1.65,5956,5.6,3609.5,4955,1735,71461,85085,4955,3355,1780,1575,4570,4610,4680
663,5350339.0,CT,Toronto,1.8385099999999999,6687,3110,3000,6685,5610,5610,5610,5610,3110,3110,1.82,6687,1.4,3664.7,5610,2000,78827,117943,5610,3860,2040,1820,7040,7040,7150
664,5350340.0,CT,Toronto,1.27488,6771,2557,2457,6770,5495,5500,5495,5500,2557,2557,1.28,6771,3.5,5310.6,5565,1640,50323,59325,5560,3545,1690,1850,7410,7500,7950
665,5350341.02,CT,Toronto,0.77866,4379,1860,1777,4380,3560,3560,3560,3560,1860,1860,0.78,4379,9.7,5624.9,3550,975,46975,52202,3550,2105,990,1110,3880,4020,4220
666,5350341.03,CT,Toronto,0.40538,3436,1465,1334,3435,2480,2480,2480,2480,1465,1465,0.41,3436,-32.3,8475.6,2545,305,33662,35783,2550,1250,315,935,3160,3230,3280
667,5350341.04,CT,Toronto,0.67099,6030,2261,2171,6030,4710,4710,4710,4710,2261,2261,0.67,6030,36.1,8986.6,4650,960,44023,46894,4650,2580,1010,1570,6420,6530,6800
668,5350342.0,CT,Toronto,1.2329700000000001,7561,2414,2376,7565,6010,6010,6010,6010,2414,2414,1.23,7561,18.0,6133.2,6010,1740,48073,53133,6010,3985,1780,2205,5550,5570,7370
669,5350343.0,CT,Toronto,1.09816,4218,1620,1517,4220,3515,3515,3515,3515,1620,1620,1.1,4218,3.5,3841.5,3515,1040,46364,49474,3510,2105,1065,1050,11230,11300,4580
670,5350344.01,CT,Toronto,1.06274,5186,1990,1880,5185,4435,4435,4435,4435,1990,1990,1.06,5186,2.9,4879.1,4585,1220,43944,47865,4585,2700,1265,1435,4010,4130,4420
671,5350344.02,CT,Toronto,0.22083000000000003,3365,1850,1829,3365,2890,2895,2890,2895,1850,1850,0.22,3365,-2.5,15240.0,2750,685,45901,54357,2750,1425,695,725,3310,3300,3480
672,5350345.0,CT,Toronto,0.78754,3938,1328,1258,3940,3340,3340,3340,3340,1328,1328,0.79,3938,7.0,5000.6,3245,1025,46097,51391,3245,2025,1040,985,8110,8320,8620
673,5350346.01,CT,Toronto,1.5199799999999999,4634,1717,1609,4630,3660,3660,3655,3655,1717,1717,1.52,4634,-5.2,3048.9,3755,910,43627,48809,3755,2280,950,1330,2480,2480,5410
674,5350346.02,CT,Toronto,0.40049,5388,2066,2029,5385,4365,4365,4365,4365,2066,2066,0.4,5388,5.8,13449.8,4365,1290,44308,47737,4365,2860,1345,1520,4120,4200,5200
675,5350347.0,CT,Toronto,1.50409,2833,931,924,2835,2205,2205,2205,2205,931,931,1.5,2833,8.5,1883.4,2195,805,57826,60657,2200,1540,815,720,2410,2460,2630
676,5350348.0,CT,Toronto,2.31904,5601,2007,1972,5605,4515,4515,4515,4515,2007,2007,2.32,5601,9.0,2417.9,4455,1560,55461,61981,4455,2990,1595,1400,5180,5270,5380
677,5350349.0,CT,Toronto,0.8761700000000001,5720,2335,2309,5720,4780,4780,4785,4780,2335,2335,0.88,5720,1.3,6528.9,4825,1305,44279,47049,4825,3045,1315,1725,5460,5610,5850
678,5350350.0,CT,Toronto,3.3616599999999996,5419,2063,1986,5420,4510,4510,4510,4510,2063,2063,3.36,5419,0.1,1612.0,4470,1310,49325,54778,4470,2670,1350,1315,6060,6040,6250
679,5350351.01,CT,Toronto,0.9748600000000001,5497,2130,2051,5500,4595,4595,4600,4595,2130,2130,0.97,5497,4.0,5639.1,4690,1170,42993,48296,4690,2780,1195,1585,4440,4470,5830
680,5350351.02,CT,Toronto,0.56565,2756,1116,1088,2755,2340,2335,2335,2335,1116,1116,0.57,2756,1.6,4871.8,2245,625,43408,46343,2245,1335,660,670,1150,1200,1180
681,5350352.0,CT,Toronto,1.1271200000000001,5309,1945,1892,5310,4355,4360,4355,4355,1945,1945,1.13,5309,-1.4,4709.5,4355,1260,43045,46417,4355,2695,1290,1410,4580,4560,4710
682,5350353.02,CT,Toronto,1.21341,5305,1697,1649,5305,4340,4340,4340,4345,1697,1697,1.21,5305,0.8,4372.4,4300,1190,39948,46786,4295,2570,1220,1350,3660,3830,3980
683,5350353.03,CT,Toronto,0.40919,3107,1100,1075,3105,2605,2605,2605,2605,1100,1100,0.41,3107,-2.6,7596.6,2585,795,45883,48920,2590,1660,815,845,2970,2970,3050
684,5350353.04,CT,Toronto,0.62956,4509,1650,1590,4510,3595,3595,3595,3595,1650,1650,0.63,4509,1.1,7162.8,3490,740,39324,43401,3490,1795,775,1020,3530,3450,3540
685,5350354.0,CT,Toronto,1.33283,5403,1826,1695,5400,4415,4415,4415,4415,1826,1826,1.33,5403,6.2,4053.3,4465,1270,43854,51929,4460,2815,1305,1510,4880,5150,5350
686,5350355.02,CT,Toronto,1.105,5214,1980,1919,5215,4415,4420,4415,4415,1980,1980,1.11,5214,-3.0,4718.1,4415,1080,40183,48067,4420,2530,1105,1425,7230,7120,7310
687,5350355.04,CT,Toronto,0.5770000000000001,5270,1810,1776,5270,3990,3990,3990,3985,1810,1810,0.58,5270,0.3,9131.9,4030,1180,41762,46080,4025,2535,1210,1330,960,960,980
688,5350355.05,CT,Toronto,0.31432,3033,1056,993,3035,2230,2230,2230,2230,1056,1056,0.31,3033,-1.5,9650.0,2350,495,38732,42333,2355,1310,510,805,3110,3520,3690
689,5350355.06,CT,Toronto,0.1923,1643,603,559,1640,1240,1245,1240,1240,603,603,0.19,1643,11.8,8543.9,1205,255,39797,44509,1205,675,270,405,4190,4180,4290
690,5350356.0,CT,Toronto,1.55598,4833,1633,1555,4830,3875,3875,3880,3880,1633,1633,1.55,4833,4.8,3109.4,3890,1170,49839,56627,3890,2430,1200,1220,4980,5040,5260
691,5350357.01,CT,Toronto,1.05106,7123,2490,2404,7120,5500,5500,5500,5500,2490,2490,1.05,7123,-2.0,6776.7,5360,1040,37363,41346,5360,2575,1065,1515,5140,5150,5270
692,5350357.02,CT,Toronto,1.10589,4940,1774,1693,4940,3725,3720,3725,3720,1774,1774,1.11,4940,1.0,4467.0,3860,645,41474,49904,3860,1985,675,1310,5110,5120,5310
693,5350358.01,CT,Toronto,1.1101299999999998,3397,1180,1129,3395,2865,2860,2865,2865,1180,1180,1.11,3397,-1.8,3060.4,2820,780,48960,54793,2820,1640,815,825,3210,3260,3450
694,5350358.02,CT,Toronto,0.6179100000000001,4732,2021,1955,4735,3930,3930,3930,3930,2021,2021,0.62,4732,3.1,7657.0,3915,935,41014,47310,3915,2200,955,1240,4770,4830,4980
695,5350358.03,CT,Toronto,1.09741,5598,2304,2217,5595,4540,4540,4540,4540,2304,2304,1.1,5598,0.6,5101.1,4600,1230,41840,46124,4600,2555,1250,1305,2510,2860,3020
696,5350359.0,CT,Toronto,2.23634,7558,2773,2687,7555,6025,6025,6025,6025,2773,2773,2.24,7558,7.1,3380.0,6025,1270,44683,51887,6025,3325,1305,2025,9440,9560,9840
697,5350360.0,CT,Toronto,4.55616,6107,2040,1998,6105,5035,5035,5035,5035,2040,2040,4.52,6107,4.0,1352.0,5035,1635,55756,64484,5035,3270,1665,1600,5970,5950,6070
698,5350361.01,CT,Toronto,2.95729,5804,1963,1928,5810,4960,4960,4960,4960,1963,1963,2.93,5804,-1.1,1981.7,4955,1560,71133,84077,4955,3200,1605,1590,7020,7130,7280
699,5350361.02,CT,Toronto,2.46272,7558,2476,2451,7555,6235,6235,6230,6235,2476,2476,2.46,7558,4.6,3075.6,6235,2315,65273,72668,6235,4230,2385,1840,7010,6990,7070
700,5350362.01,CT,Toronto,2.5287900000000003,6300,2153,2083,6300,5250,5250,5250,5245,2153,2153,2.48,6300,0.3,2540.7,5215,1715,49936,57743,5215,3275,1740,1530,5590,5480,5600
701,5350362.02,CT,Toronto,1.9434900000000002,5628,1731,1626,5625,4875,4870,4870,4875,1731,1731,1.94,5628,-4.6,2895.8,4870,1545,55004,60236,4870,3110,1615,1490,5130,5180,5410
702,5350362.03,CT,Toronto,3.3025800000000003,6866,2176,2074,6870,6060,6055,6060,6055,2176,2176,3.26,6866,-4.6,2107.9,6055,1850,53488,60906,6055,3730,1925,1800,7580,7810,8090
703,5350362.04,CT,Toronto,1.3530799999999998,5019,1796,1756,5020,4190,4190,4190,4185,1796,1796,1.35,5019,0.5,3709.5,4225,1320,51245,53356,4225,2605,1350,1255,4740,4780,4860
704,5350363.02,CT,Toronto,1.19757,3253,1115,1106,3255,2800,2800,2800,2800,1115,1115,1.2,3253,0.6,2716.5,2770,760,49181,55659,2770,1685,765,920,2540,2630,2640
705,5350363.04,CT,Toronto,1.12713,3668,1119,1106,3670,3100,3100,3100,3100,1119,1119,1.13,3668,1.2,3254.1,3125,950,44740,48995,3125,2055,970,1085,5470,5590,5820
706,5350363.05,CT,Toronto,0.50329,4538,1776,1694,4540,3565,3565,3565,3565,1776,1776,0.5,4538,-3.9,9018.3,3570,585,42965,45293,3575,1995,600,1390,3300,3310,3480
707,5350363.06,CT,Toronto,0.82891,7307,3439,3326,7305,6290,6290,6290,6290,3439,3439,0.83,7307,9.7,8815.3,6245,2000,50462,54974,6240,3995,2065,1930,6850,6900,7190
708,5350363.07,CT,Toronto,2.2765400000000002,5338,1971,1925,5335,4240,4235,4240,4240,1971,1971,2.28,5338,-4.1,2344.6,4290,695,43068,46185,4285,2110,720,1390,5210,5230,5300
709,5350364.01,CT,Toronto,2.90673,5996,2034,1973,5995,4810,4810,4810,4810,2034,2034,2.91,5996,-0.2,2062.7,4815,1395,48632,52375,4810,2780,1405,1375,5380,5450,5650
710,5350364.02,CT,Toronto,0.74379,3053,1004,957,3050,2460,2460,2460,2460,1004,1004,0.74,3053,3.8,4104.6,2490,775,44707,51005,2495,1550,785,765,3550,3590,3770
711,5350365.0,CT,Toronto,1.5674,6497,2028,1946,6495,5435,5435,5435,5435,2028,2028,1.57,6497,-4.1,4145.3,5400,1340,45648,49241,5400,3230,1390,1840,6450,6570,6940
712,5350366.0,CT,Toronto,1.44064,6136,2143,2069,6135,5105,5105,5105,5105,2143,2143,1.44,6136,0.1,4260.2,5085,1360,42235,47667,5085,2920,1395,1520,6630,6690,6940
713,5350367.01,CT,Toronto,0.71324,4710,1398,1375,4710,3755,3755,3760,3755,1398,1398,0.71,4710,-3.8,6605.9,3705,815,38586,48571,3700,2185,850,1335,4950,4910,5200
714,5350367.02,CT,Toronto,1.0306799999999998,3548,1218,1186,3545,3025,3020,3025,3020,1218,1218,1.03,3548,-2.0,3442.7,3075,980,45392,52414,3075,1820,995,830,3600,3650,3800
715,5350368.01,CT,Toronto,0.8884700000000001,6843,3786,3582,6845,6270,6270,6270,6270,3786,3786,0.89,6843,24.1,7702.6,6245,1855,53813,56122,6240,3620,1905,1715,6450,6540,6900
716,5350368.02,CT,Toronto,1.57328,4315,1464,1399,4315,3285,3285,3285,3285,1464,1464,1.57,4315,0.2,2742.5,3315,830,50838,58179,3315,1785,855,930,3910,3990,4150
717,5350369.0,CT,Toronto,2.4665,8094,2520,2441,8100,6300,6300,6300,6300,2520,2520,2.47,8094,5.1,3281.6,6300,1565,46744,53788,6300,3545,1615,1935,7100,7180,7410
718,5350370.01,CT,Toronto,1.76665,9977,3792,3725,9975,7945,7940,7945,7940,3792,3792,1.77,9977,-2.2,5648.2,7945,2235,43725,48578,7940,4885,2290,2600,12980,12980,13160
719,5350370.02,CT,Toronto,2.27382,5580,1849,1803,5580,4420,4415,4420,4420,1849,1849,2.27,5580,12.2,2454.0,4465,1250,42480,48269,4470,2920,1270,1650,4870,4880,5110
720,5350370.03,CT,Toronto,0.8572299999999999,4137,1409,1357,4135,3410,3415,3410,3415,1409,1409,0.86,4137,9.0,4826.2,3360,940,45630,53154,3360,2075,955,1115,3880,3940,4050
721,5350371.0,CT,Toronto,3.7152300000000005,7626,2691,2570,7625,6240,6240,6240,6240,2691,2691,3.72,7626,9.0,2052.7,6240,1950,47717,52773,6240,3855,2010,1850,7090,7080,7350
722,5350372.0,CT,Toronto,1.33184,4346,1504,1440,4350,3730,3735,3730,3735,1504,1504,1.33,4346,-0.4,3263.0,3835,1200,51952,58164,3830,2445,1215,1230,3730,3790,3900
723,5350373.0,CT,Toronto,0.9606899999999999,4806,1869,1801,4805,4070,4070,4070,4070,1869,1869,0.96,4806,4.5,5002.1,3965,1095,46195,52910,3970,2485,1110,1370,5200,5290,5460
724,5350374.01,CT,Toronto,1.18795,4848,1717,1656,4850,4155,4155,4155,4150,1717,1717,1.19,4848,0.1,4081.8,4100,1220,51385,56306,4100,2535,1245,1290,3990,3980,4060
725,5350374.02,CT,Toronto,0.80225,3215,1084,1053,3215,2820,2820,2820,2820,1084,1084,0.8,3215,-1.5,4007.7,2760,725,43667,48232,2760,1600,735,855,4400,4360,4510
726,5350374.03,CT,Toronto,0.80821,4184,1718,1655,4185,3670,3670,3670,3670,1718,1718,0.81,4184,-1.5,5176.9,3785,885,41455,46552,3790,2115,910,1205,4710,4740,4940
727,5350375.01,CT,Toronto,0.95309,6324,2817,2733,6320,5525,5525,5525,5525,2817,2817,0.95,6324,3.1,6633.1,5450,1145,45995,49932,5445,2660,1180,1475,5820,5850,5940
728,5350375.02,CT,Toronto,0.61463,1959,702,694,1960,1670,1675,1670,1675,702,702,0.61,1959,0.5,3214.1,1710,640,63836,72032,1715,1060,660,400,2690,2640,2700
729,5350375.03,CT,Toronto,0.81361,5318,1917,1866,5315,4380,4375,4380,4375,1917,1917,0.81,5318,-1.7,6537.2,4335,980,47024,51202,4335,2480,1025,1450,4210,4290,4360
730,5350375.04,CT,Toronto,0.9242799999999999,5300,1667,1633,5300,4545,4540,4540,4545,1667,1667,0.92,5300,-3.2,5733.4,4610,1265,44773,54332,4605,2785,1305,1475,5640,5710,5840
731,5350375.05,CT,Toronto,1.13069,7208,2484,2449,7210,5815,5815,5815,5810,2484,2484,1.13,7208,-1.5,6374.8,5890,1920,51644,61826,5890,3510,1965,1550,8980,9070,9100
732,5350376.01,CT,Toronto,1.04665,5094,1697,1584,5095,4290,4290,4290,4290,1697,1697,1.05,5094,-2.9,4866.3,4225,980,41634,52904,4225,2310,1025,1285,5190,5120,5380
733,5350376.02,CT,Toronto,0.8583,5176,1656,1614,5175,4295,4295,4295,4290,1656,1656,0.85,5176,-1.9,6067.3,4310,960,37922,43416,4310,2395,990,1405,5370,5360,5370
734,5350376.04,CT,Toronto,1.1940600000000001,5460,1866,1804,5460,4415,4415,4415,4415,1866,1866,1.19,5460,3.9,4572.9,4315,1080,50157,56914,4310,2355,1115,1245,3400,3350,3400
735,5350376.05,CT,Toronto,1.30767,6860,2045,1998,6860,5955,5955,5955,5955,2045,2045,1.29,6860,-3.8,5328.2,5955,1340,39902,49221,5955,3075,1365,1710,7100,6920,7070
736,5350376.06,CT,Toronto,2.19192,484,229,219,485,315,315,315,315,229,229,2.19,484,-6.0,220.8,375,25,0,50852,375,30,20,0,590,530,510
737,5350376.08,CT,Toronto,0.87879,6157,2176,2123,6155,5380,5380,5375,5380,2176,2176,0.88,6157,-3.5,7006.1,5365,1280,41803,46703,5365,2940,1305,1635,3960,3930,3990
738,5350376.09,CT,Toronto,0.80105,4638,1644,1602,4640,4110,4110,4110,4110,1644,1644,0.8,4638,-4.7,5790.3,4215,1145,42287,51062,4215,2315,1185,1130,2790,2750,2760
739,5350376.11,CT,Toronto,0.47043999999999997,3416,1067,1014,3415,2810,2810,2810,2810,1067,1067,0.47,3416,-5.8,7257.3,2865,640,40645,47006,2870,1630,660,970,3590,3540,3620
740,5350376.12,CT,Toronto,0.91215,5318,1922,1887,5320,4725,4725,4725,4730,1922,1922,0.91,5318,-2.6,5829.2,4670,1275,46970,54092,4670,2590,1300,1285,5470,5470,5570
741,5350376.13,CT,Toronto,0.51098,3902,1386,1362,3905,3435,3440,3435,3435,1386,1386,0.51,3902,-1.9,7636.0,3465,730,41929,48905,3465,1805,745,1060,7820,7750,7870
742,5350376.14,CT,Toronto,0.7362,3763,1091,1053,3765,3205,3205,3205,3205,1091,1091,0.74,3763,-0.7,5110.7,3175,780,50197,60042,3175,1825,800,1025,3820,3810,3880
743,5350376.15,CT,Toronto,0.92289,3696,1574,1518,3695,3385,3390,3390,3390,1574,1574,0.92,3696,-6.3,4016.5,3395,765,46768,60813,3400,1640,785,855,830,850,830
744,5350376.16,CT,Toronto,0.27148,4226,1672,1621,4225,3060,3065,3060,3065,1672,1672,0.27,4226,13.1,15565.4,3055,655,44776,51423,3055,1585,665,920,6490,6710,6980
745,5350377.01,CT,Toronto,2.06027,8996,3752,3574,8995,7845,7840,7845,7840,3752,3752,2.06,8996,35.3,4366.1,7895,2310,48014,54819,7895,4920,2390,2530,10940,11010,11220
746,5350377.02,CT,Toronto,1.9059599999999999,4405,1493,1407,4405,3905,3905,3905,3905,1493,1493,1.91,4405,-5.9,2311.2,3855,930,48997,54078,3855,2200,980,1215,4550,4620,4730
747,5350377.03,CT,Toronto,0.65012,2815,892,868,2815,2460,2455,2455,2455,892,892,0.65,2815,-1.8,4329.4,2420,645,48738,58236,2425,1395,675,725,2860,2890,2940
748,5350377.04,CT,Toronto,0.8833200000000001,5939,1746,1682,5940,5090,5085,5085,5090,1746,1746,0.88,5939,-2.9,6722.1,5125,1200,38420,44849,5125,2830,1255,1570,6090,6070,6090
749,5350377.06,CT,Toronto,0.51169,3809,1001,980,3810,3320,3320,3320,3320,1001,1001,0.51,3809,-1.2,7442.4,3155,845,39576,44146,3155,1705,880,820,4050,3970,4040
750,5350377.07,CT,Toronto,0.76461,4857,1321,1282,4860,3910,3910,3910,3910,1321,1321,0.76,4857,-5.9,6351.5,4015,940,40451,49067,4020,2280,995,1290,4650,4570,4690
751,5350378.02,CT,Toronto,1.05954,3257,979,929,3260,2790,2790,2785,2790,979,979,1.06,3257,-3.5,3073.8,2800,680,36659,43396,2800,1515,705,815,3190,3210,3220
752,5350378.03,CT,Toronto,2.2069099999999997,7363,2503,2434,7360,6270,6275,6275,6275,2503,2503,2.21,7363,-3.0,3336.5,6275,2030,45400,48727,6275,4045,2060,1980,8380,8620,8820
753,5350378.04,CT,Toronto,1.27906,6148,1826,1753,6150,4860,4860,4865,4865,1826,1826,1.28,6148,0.6,4806.5,4795,1300,41463,44793,4795,2830,1335,1490,6380,6390,6460
754,5350378.05,CT,Toronto,0.7275699999999999,3907,1235,1201,3905,3170,3170,3170,3170,1235,1235,0.73,3907,-3.0,5369.7,3165,890,47079,48239,3160,2005,910,1090,4020,4030,4140
755,5350378.06,CT,Toronto,1.7906,6063,1754,1671,6065,4910,4910,4910,4910,1754,1754,1.79,6063,-3.0,3386.2,4910,1330,39329,41925,4910,3080,1350,1725,6080,6160,6270
756,5350378.07,CT,Toronto,2.80032,7099,2311,2226,7095,5860,5865,5860,5865,2311,2311,2.8,7099,-2.5,2535.2,5850,1560,40976,45651,5850,3505,1635,1870,5000,4950,5100
757,5350378.08,CT,Toronto,0.88574,6263,1997,1953,6260,5425,5425,5425,5425,1997,1997,0.89,6263,-4.7,7071.2,5500,1345,42645,47838,5500,3215,1400,1815,8000,7910,8030
758,5350378.11,CT,Toronto,0.9633700000000001,5693,1748,1713,5695,4680,4680,4680,4685,1748,1748,0.96,5693,-3.1,5910.5,4750,1295,42357,46265,4750,2905,1315,1590,7910,7980,8230
759,5350378.12,CT,Toronto,0.78391,5181,1904,1828,5180,4195,4195,4195,4195,1904,1904,0.78,5181,-2.1,6609.3,4200,910,41490,44817,4205,2390,925,1465,5160,5240,5360
760,5350378.14,CT,Toronto,0.9291299999999999,3892,1184,1168,3895,3215,3215,3215,3215,1184,1184,0.93,3892,-4.5,4189.0,3245,890,37291,44085,3245,1875,935,940,2230,2250,2340
761,5350378.16,CT,Toronto,0.63484,6103,2005,1923,6105,5110,5115,5115,5115,2005,2005,0.63,6103,-5.2,9615.6,5090,1405,43658,46035,5090,3085,1455,1630,4070,4020,4110
762,5350378.17,CT,Toronto,0.47397,3336,961,903,3335,2670,2670,2670,2670,961,961,0.47,3336,-4.7,7036.5,2690,740,43196,45851,2690,1690,760,935,3530,3500,3530
763,5350378.18,CT,Toronto,0.09093,2765,1114,1100,2765,2345,2345,2345,2340,1114,1114,0.09,2765,-4.0,30384.6,2215,495,37034,42252,2210,1095,505,585,x,x,2670
