,GeoUID,Type,Region Name,Area (sq km),Population ,Dwellings ,Households ,v_CA16_1: Age Stats,v_CA16_2201: Total - Income statistics in 2015 for the population aged 15 years and over in private households - 100% data,v_CA16_2246: Total - Total income groups in 2015 for the population aged 15 years and over in private households - 100% data,v_CA16_2297: Total - After-tax income groups in 2015 for the population aged 15 years and over in private households - 100% data,v_CA16_2345: Total - Employment income groups in 2015 for the population aged 15 years and over in private households - 100% data,v_CA16_404: Total private dwellings,v_CA16_404: Total private dwellings.1,v_CA16_407: Land area in square kilometres,"v_CA16_401: Population, 2016","v_CA16_403: Population percentage change, 2011 to 2016",v_CA16_406: Population density per square kilometre,v_CA16_6751: Total - Employment income statistics for the population aged 15 years and over in private households - 25% sample data,v_CA16_6754: Number of employment income recipients aged 15 years and over in private households who worked full year full time in 2015 - 25% sample data,v_CA16_6757: Median employment income in 2015 for full-year full-time workers ($),v_CA16_6760: Average employment income in 2015 for full-year full-time workers ($),v_CA16_5621: Total population aged 15 years and over by work activity during the reference year - 25% sample data,v_CA16_5627: Worked,"v_CA16_5630: Worked full year, full time",v_CA16_5633: Worked part year and/or part time,"v_TX2016_349: Taxfilers and dependents by single year of age, 2016 - Total","v_TX2017_349: Taxfilers and dependents by single year of age, 2017 - Total","v_TX2018_349: Taxfilers and dependents by single year of age, 2018 - Total"
231,5350022.0,CT,Toronto,0.55462,3883,1577,1504,3880,3075,3075,3075,3075,1577,1577,0.55,3883,3.1,6998.9,3150,1205,97801,143293,3150,2430,1240,1190,3720,3780,3820
232,5350023.0,CT,Toronto,0.68635,3208,1355,1286,3205,2630,2635,2635,2635,1355,1355,0.69,3208,-4.0,4673.7,2560,965,89201,143659,2560,1925,1015,910,3060,3210,3200
233,5350024.0,CT,Toronto,0.70927,6887,3136,2963,6885,5485,5485,5480,5485,3136,3136,0.71,6887,4.5,9713.7,5485,2270,84303,104460,5480,4285,2345,1940,5960,6030,6170
234,5350025.0,CT,Toronto,0.5284300000000001,3456,1659,1610,3460,2845,2850,2845,2845,1659,1659,0.53,3456,5.5,6540.5,2795,1135,69349,90980,2800,2055,1155,895,3290,3290,3380
235,5350026.0,CT,Toronto,0.7771899999999999,6486,2894,2695,6485,5325,5330,5325,5325,2894,2894,0.78,6486,1.4,8344.3,5325,1975,62856,72282,5325,3760,2050,1710,6200,6200,6310
236,5350027.0,CT,Toronto,0.48531,4390,1818,1724,4390,3600,3605,3600,3600,1818,1818,0.49,4390,-1.5,9046.0,3630,1220,56559,72135,3630,2485,1265,1220,4160,4200,4290
237,5350028.01,CT,Toronto,0.20715999999999998,1387,728,684,1385,1165,1165,1160,1160,728,728,0.21,1387,40.4,6690.8,1145,600,82828,93448,1150,970,610,360,1280,1240,1280
238,5350028.02,CT,Toronto,0.46335,6198,3007,2836,6200,5130,5130,5130,5135,3007,3007,0.46,6198,20.8,13383.7,5060,2275,74911,89660,5060,3900,2315,1585,5410,5460,5550
239,5350029.0,CT,Toronto,0.6866899999999999,6987,3099,2962,6985,5890,5890,5890,5890,3099,3099,0.67,6987,7.6,10354.2,5790,2040,63142,72134,5790,3915,2120,1800,6450,6380,6490
240,5350030.0,CT,Toronto,0.38708000000000004,4529,2319,2195,4530,3850,3855,3850,3850,2319,2319,0.38,4529,18.2,11893.4,3830,1395,52686,62573,3830,2635,1430,1205,4580,5230,5960
241,5350031.0,CT,Toronto,0.26375,6274,2864,2765,6270,5190,5190,5190,5190,2864,2864,0.26,6274,1.6,24270.8,5215,1035,42868,49874,5215,2945,1105,1845,5850,5620,5300
242,5350032.0,CT,Toronto,0.4197,5363,2976,2641,5360,3870,3875,3870,3875,2976,2976,0.42,5363,1.9,12781.2,3980,995,49114,83517,3980,2530,1055,1475,3970,4120,4250
243,5350033.0,CT,Toronto,0.31956999999999997,5042,3010,2733,5045,4035,4035,4035,4035,3010,3010,0.32,5042,1.3,15780.9,3925,815,44666,56034,3925,2125,845,1280,4290,4220,4510
244,5350034.01,CT,Toronto,0.12455,4554,2884,2268,4555,3785,3785,3790,3785,2884,2884,0.12,4554,1.1,36578.3,3910,1375,69120,82652,3915,2945,1440,1505,3410,3720,4130
245,5350034.02,CT,Toronto,0.39824,5147,3409,3055,5145,4645,4645,4645,4650,3409,3409,0.4,5147,-1.2,12922.4,4555,1605,65672,75644,4555,3395,1685,1710,5880,6080,6450
246,5350035.0,CT,Toronto,0.66273,9876,6772,5707,9880,9145,9145,9145,9140,6772,6772,0.66,9876,36.0,14900.4,9145,2780,69302,80434,9145,6010,2930,3090,19620,20230,20580
247,5350036.0,CT,Toronto,0.38343,5487,3641,3272,5490,5160,5160,5160,5160,3641,3641,0.38,5487,11.6,14311.4,5180,1810,60197,80023,5180,3560,1875,1695,4360,4410,4610
248,5350037.0,CT,Toronto,0.45102,4494,2463,2116,4490,4030,4025,4025,4030,2463,2463,0.45,4494,-7.8,9957.9,4005,990,43802,56803,4005,2605,1035,1565,3650,3740,3850
249,5350038.0,CT,Toronto,0.36616,3772,1820,1638,3775,3355,3355,3355,3355,1820,1820,0.37,3772,-6.4,10303.2,3285,805,43927,59479,3285,2075,860,1215,3340,3450,3500
250,5350039.0,CT,Toronto,0.31773,4192,1821,1709,4190,3605,3610,3605,3605,1821,1821,0.32,4192,-10.4,13186.5,3675,715,38394,51484,3675,1965,750,1220,4360,4390,4590
251,5350040.0,CT,Toronto,0.36873,4568,1961,1788,4570,4060,4060,4060,4060,1961,1961,0.37,4568,-6.9,12396.2,4015,1270,48864,66065,4010,2605,1360,1245,3930,3780,3930
252,5350041.0,CT,Toronto,0.31711999999999996,3453,1588,1453,3450,3050,3045,3050,3045,1588,1588,0.32,3453,-0.2,10889.3,3095,1040,61046,76625,3090,2245,1060,1185,3020,2990,3050
253,5350042.0,CT,Toronto,0.48994,4570,2150,1965,4570,4025,4025,4025,4025,2150,2150,0.49,4570,0.8,9328.4,4015,1535,52144,68423,4015,2940,1560,1380,3630,3650,3730
254,5350043.0,CT,Toronto,0.55392,3965,1863,1704,3960,3355,3355,3355,3355,1863,1863,0.55,3965,1.5,7158.3,3365,1320,54450,78760,3365,2415,1350,1065,3650,3660,3740
255,5350044.0,CT,Toronto,0.49063999999999997,8825,5124,4629,8825,7905,7905,7905,7905,5124,5124,0.49,8825,75.3,17988.2,7785,3670,55317,65024,7785,6575,3770,2805,7640,7900,8300
256,5350045.0,CT,Toronto,0.29514,3453,1567,1468,3455,2915,2910,2910,2910,1567,1567,0.3,3453,-5.1,11693.2,2895,1085,45939,55421,2895,2150,1105,1045,2730,2750,2720
257,5350046.0,CT,Toronto,0.42036,3281,1404,1330,3280,2840,2840,2840,2840,1404,1404,0.42,3281,-2.9,7808.2,2975,990,47888,55977,2975,1990,1035,955,2950,3000,2980
258,5350047.02,CT,Toronto,0.28694000000000003,3791,2083,1947,3790,3285,3285,3285,3285,2083,2083,0.29,3791,-9.5,13209.1,3245,820,47116,55120,3245,1915,835,1085,3430,3380,3400
259,5350047.03,CT,Toronto,0.11809000000000001,703,376,361,700,620,620,620,620,376,376,0.12,703,0.4,5952.6,675,260,71233,80051,675,540,275,270,1030,1080,1080
260,5350047.04,CT,Toronto,0.27379000000000003,2846,1253,1180,2845,2335,2335,2335,2340,1253,1253,0.27,2846,3.2,10394.4,2380,960,68188,86911,2380,1845,990,855,2240,2260,2280
261,5350048.0,CT,Toronto,0.3349,3557,1660,1560,3555,2935,2935,2940,2940,1660,1660,0.34,3557,1.2,10617.9,2915,1030,62308,82276,2915,2280,1055,1225,2970,2960,3060
262,5350049.0,CT,Toronto,0.46479,3663,1506,1426,3665,2685,2690,2690,2690,1506,1506,0.46,3663,0.6,7879.1,2575,1070,65291,83847,2575,2075,1110,965,2990,3050,3070
263,5350050.01,CT,Toronto,1.46504,8746,4553,4336,8750,7575,7575,7575,7575,4553,4553,1.28,8746,28.2,6816.8,7575,3060,74078,103102,7575,5600,3115,2485,6690,6670,6790
264,5350050.03,CT,Toronto,1.92412,1109,606,590,1110,990,985,985,985,606,606,1.7,1109,0.1,653.2,920,450,79396,103084,920,750,455,295,2360,2370,2500
265,5350050.04,CT,Toronto,0.77861,5008,2291,2212,5010,4070,4070,4070,4070,2291,2291,0.76,5008,3.4,6589.5,4065,1370,67843,96922,4070,2900,1420,1480,4960,4980,5030
266,5350051.0,CT,Toronto,0.69119,5399,2570,2313,5400,4490,4490,4490,4490,2570,2570,0.69,5399,1.4,7807.7,4670,1870,61286,90670,4670,3620,1950,1670,4350,4390,4460
267,5350052.0,CT,Toronto,0.50129,4077,1933,1839,4075,3390,3395,3395,3395,1933,1933,0.5,4077,4.9,8134.5,3355,1390,70588,79934,3355,2630,1445,1185,3780,3740,3890
268,5350053.0,CT,Toronto,0.6831699999999999,5982,2840,2712,5985,5320,5325,5325,5325,2840,2840,0.68,5982,6.1,8755.9,5195,1960,52228,59060,5195,3820,1990,1830,5290,5270,5490
269,5350054.0,CT,Toronto,0.70239,5803,2975,2724,5805,5110,5105,5105,5105,2975,2975,0.7,5803,-0.1,8261.7,5235,1840,50478,60067,5240,3810,1910,1905,5410,5410,5620
270,5350055.0,CT,Toronto,0.27636,2763,1403,1320,2760,2480,2480,2480,2485,1403,1403,0.28,2763,2.6,10000.0,2330,965,51988,71549,2325,1865,995,875,2450,2430,2480
271,5350056.0,CT,Toronto,0.50948,4772,2170,2018,4770,4295,4295,4295,4295,2170,2170,0.51,4772,-0.1,9367.9,4370,1580,55951,69714,4365,3165,1610,1560,4210,4240,4340
272,5350057.0,CT,Toronto,0.26644,2311,1226,1108,2310,2105,2100,2100,2100,1226,1226,0.27,2311,-3.9,8674.9,2090,735,56735,71416,2085,1570,765,805,1890,1880,1930
273,5350058.0,CT,Toronto,0.38414,3980,2063,1888,3980,3615,3620,3620,3620,2063,2063,0.38,3980,2.9,10351.1,3715,1245,59874,90154,3715,2725,1290,1430,3010,3000,3070
274,5350059.0,CT,Toronto,0.36663,3837,1621,1447,3835,2945,2945,2945,2945,1621,1621,0.37,3837,-3.0,10466.4,2945,935,56500,75023,2940,2165,970,1195,2890,3030,3250
275,5350060.0,CT,Toronto,0.27159,2685,1669,1471,2685,2515,2515,2515,2515,1669,1669,0.27,2685,11.9,9885.9,2535,755,64588,82029,2540,1920,810,1115,2120,2190,2320
276,5350061.0,CT,Toronto,0.76722,1085,536,475,1085,710,710,710,710,536,536,0.77,1085,-24.0,1414.2,690,170,52686,67671,690,380,170,210,1710,1820,2080
277,5350062.01,CT,Toronto,0.10685,5595,3852,3302,5595,5085,5085,5085,5090,3852,3852,0.11,5595,12.3,52387.6,5045,1185,63908,92224,5045,3270,1275,2000,4670,4730,4950
278,5350062.02,CT,Toronto,0.58534,9084,6837,5374,9085,8595,8595,8595,8595,6837,6837,0.59,9084,40.6,15520.2,8635,2335,69978,96366,8635,5195,2540,2660,8200,9330,10500
279,5350063.03,CT,Toronto,0.09337999999999999,5104,3640,3405,5105,4920,4925,4920,4920,3640,3640,0.09,5104,44.7,54646.7,4820,2040,61416,70641,4820,3895,2115,1780,3500,3580,3680
280,5350063.04,CT,Toronto,0.14093,3370,2409,2264,3370,3160,3165,3160,3165,2409,2409,0.14,3370,-1.1,23917.7,3015,1050,54727,65971,3015,2175,1105,1075,2620,2750,2850
281,5350063.05,CT,Toronto,0.12992,4331,3429,2943,4330,4215,4215,4215,4215,3429,3429,0.13,4331,21.8,33315.4,4315,1660,65035,74996,4320,3295,1755,1545,4420,5190,5850
282,5350063.06,CT,Toronto,0.19221,5171,3761,3519,5170,4960,4965,4965,4965,3761,3761,0.19,5171,9.2,26890.3,4985,1935,58150,65168,4985,3675,2015,1660,4090,4210,4620
283,5350064.0,CT,Toronto,0.19472,4311,2898,2683,4310,3970,3975,3975,3970,2898,2898,0.19,4311,11.7,22130.4,3950,1750,61713,68937,3950,3100,1805,1295,2730,2680,2810
284,5350065.01,CT,Toronto,0.08613,2483,1496,1394,2480,2220,2215,2220,2220,1496,1496,0.09,2483,2.2,28872.1,2235,815,44732,48216,2235,1660,835,830,1990,2070,2390
285,5350065.02,CT,Toronto,0.14340999999999998,11821,5715,5481,11820,9885,9885,9885,9885,5715,5715,0.14,11821,2.4,82433.8,9880,2110,37400,40187,9885,5830,2195,3640,11290,11470,11670
286,5350066.0,CT,Toronto,0.32848,7608,4597,4425,7610,6610,6610,6610,6610,4597,4597,0.33,7608,-5.3,23166.9,6580,2465,57425,67205,6575,4705,2515,2185,5990,5950,6100
287,5350067.0,CT,Toronto,0.6634399999999999,1694,868,814,1690,1485,1490,1485,1490,868,868,0.65,1694,1.0,2600.6,1480,550,103902,158882,1475,1125,570,555,1710,1730,1720
288,5350068.0,CT,Toronto,0.43058,2367,1296,1203,2370,2100,2100,2100,2100,1296,1296,0.42,2367,1.0,5655.9,2135,845,79238,112298,2135,1605,890,720,2910,2990,3100
289,5350069.0,CT,Toronto,0.8727299999999999,4923,2011,1894,4925,4025,4025,4025,4020,2011,2011,0.86,4923,-6.6,5734.4,4045,1555,82846,103674,4045,3015,1605,1410,4560,4540,4570
290,5350070.0,CT,Toronto,0.44642,3512,1774,1712,3515,2905,2905,2905,2900,1774,1774,0.44,3512,2.8,7980.0,2910,1085,65438,100849,2905,2265,1110,1155,3110,3150,3150
291,5350071.0,CT,Toronto,0.46398,3481,1521,1402,3485,2810,2810,2805,2805,1521,1521,0.46,3481,-0.7,7498.9,2780,890,87164,110825,2780,2100,915,1185,3210,3220,3260
292,5350072.01,CT,Toronto,0.40518000000000004,4586,1949,1864,4590,3675,3675,3675,3675,1949,1949,0.41,4586,-1.2,11315.1,3655,1105,65967,79941,3655,2280,1145,1135,4700,4660,4770
293,5350072.02,CT,Toronto,0.5369,3141,1320,1261,3140,2605,2605,2605,2605,1320,1320,0.54,3141,0.6,5850.3,2630,1000,73355,83852,2630,1920,1045,880,2840,2900,2920
294,5350073.0,CT,Toronto,0.35718,2605,1077,1007,2605,2215,2215,2215,2215,1077,1077,0.36,2605,-5.3,7292.8,2255,710,53506,62225,2260,1485,755,730,2590,2620,2660
295,5350074.0,CT,Toronto,0.3998,3848,1710,1598,3850,3175,3175,3175,3175,1710,1710,0.4,3848,6.0,9624.8,3245,1075,51982,60030,3245,2210,1125,1090,3520,3540,3640
296,5350075.0,CT,Toronto,0.49858,4083,1839,1760,4085,3415,3420,3415,3415,1839,1839,0.5,4083,0.6,8190.6,3345,1375,68389,74467,3350,2345,1405,940,3730,3760,3810
297,5350076.0,CT,Toronto,0.45743999999999996,4415,1993,1937,4415,3605,3600,3600,3600,1993,1993,0.46,4415,11.8,9646.1,3755,1425,65536,71072,3755,2590,1445,1145,4410,4410,4510
298,5350077.0,CT,Toronto,0.6104,4670,1968,1907,4670,3660,3660,3655,3655,1968,1968,0.61,4670,4.3,7652.0,3555,1340,76322,87998,3555,2670,1375,1295,4060,4090,4140
299,5350078.0,CT,Toronto,0.77495,6016,2980,2854,6015,5000,5005,5005,5005,2980,2980,0.78,6016,1.1,7760.6,4980,1755,68328,88010,4980,3550,1785,1765,5740,5700,5850
300,5350079.0,CT,Toronto,1.01839,7327,2986,2887,7330,5670,5670,5670,5670,2986,2986,1.02,7327,4.8,7194.6,5665,2370,83111,96623,5665,4245,2395,1850,7670,7820,7940
301,5350080.01,CT,Toronto,0.47192,3352,1496,1428,3355,2790,2790,2790,2790,1496,1496,0.47,3352,-1.8,7104.7,2810,1055,69812,76128,2810,2085,1095,985,3320,3370,3410
302,5350080.02,CT,Toronto,0.39054,4686,2073,2011,4685,3830,3830,3830,3830,2073,2073,0.39,4686,4.5,11996.9,3835,920,44726,50354,3835,2355,960,1395,4300,4240,4550
303,5350081.0,CT,Toronto,0.36798000000000003,2848,1140,1076,2850,2305,2305,2305,2305,1140,1140,0.37,2848,2.0,7741.2,2300,895,67056,75248,2305,1715,925,790,2810,2860,2910
304,5350082.0,CT,Toronto,0.3084,2766,1060,1027,2765,2195,2195,2195,2195,1060,1060,0.31,2766,6.2,8971.8,2225,900,72496,88744,2225,1585,910,675,2500,2470,2550
305,5350083.0,CT,Toronto,0.44642,4052,1908,1822,4050,3450,3450,3450,3450,1908,1908,0.45,4052,0.1,9077.1,3420,1210,77047,94118,3425,2300,1250,1045,3350,3290,3370
306,5350084.0,CT,Toronto,0.40903,3810,1613,1498,3810,2990,2990,2995,2995,1613,1613,0.41,3810,1.5,9317.7,2970,1145,79515,100521,2965,2220,1190,1025,3460,3480,3520
307,5350085.0,CT,Toronto,0.49901,3994,2154,2078,3995,3500,3495,3495,3500,2154,2154,0.49,3994,2.4,8112.9,3520,1385,61397,103548,3520,2675,1405,1270,3840,3880,3900
308,5350086.0,CT,Toronto,1.1385,2661,965,921,2660,2130,2130,2135,2135,965,965,1.14,2661,-0.7,2337.1,2045,560,148283,756506,2050,1470,640,835,2390,2430,2480
309,5350087.0,CT,Toronto,1.60971,5155,2652,2491,5155,4525,4525,4525,4525,2652,2652,1.6,5155,1.6,3218.5,4555,1285,104802,352458,4555,2915,1365,1550,5230,5260,5330
310,5350088.0,CT,Toronto,0.22973000000000002,3249,1997,1821,3255,2915,2915,2915,2915,1997,1997,0.23,3249,7.7,14144.5,2970,930,73966,85286,2970,1895,970,925,3250,3300,3380
311,5350089.0,CT,Toronto,0.32969,3896,2995,2345,3895,3515,3515,3515,3515,2995,2995,0.33,3896,18.5,11816.8,3505,1145,83523,310112,3510,2340,1230,1110,3120,3190,3210
312,5350090.0,CT,Toronto,0.39427,4144,2584,2347,4145,3630,3630,3630,3625,2584,2584,0.39,4144,12.6,10512.4,3635,1275,76403,165927,3635,2470,1330,1140,2740,2740,2840
313,5350091.01,CT,Toronto,0.51145,6031,3639,3224,6030,5030,5035,5035,5030,3639,3639,0.51,6031,-0.6,11788.5,4915,1530,67864,113773,4915,3530,1605,1920,4570,4600,4640
314,5350091.02,CT,Toronto,0.32714,3525,2288,2009,3525,3090,3090,3095,3090,2288,2288,0.33,3525,4.9,10773.2,3210,1010,51090,91136,3210,2395,1055,1340,2890,2810,2990
315,5350092.0,CT,Toronto,0.62885,7278,4113,3718,7275,6455,6455,6455,6455,4113,4113,0.63,7278,1.8,11576.3,6350,2285,59231,88477,6350,5150,2385,2765,5820,5790,5970
316,5350093.0,CT,Toronto,0.61785,5652,2490,2291,5655,4575,4575,4575,4575,2490,2490,0.62,5652,0.3,9148.6,4685,1680,66759,89368,4685,3480,1730,1750,4540,4580,4670
317,5350094.0,CT,Toronto,0.6389199999999999,4950,2177,2048,4950,4335,4340,4335,4335,2177,2177,0.64,4950,-2.4,7742.8,4215,1505,54769,64878,4220,2975,1545,1430,4530,4470,4510
318,5350095.0,CT,Toronto,0.31549,3095,1392,1319,3095,2755,2755,2755,2755,1392,1392,0.32,3095,-1.1,9809.8,2875,1000,47860,58740,2875,2065,1025,1040,2290,2350,2370
319,5350096.01,CT,Toronto,0.20052999999999999,1658,694,658,1660,1450,1450,1445,1450,694,694,0.2,1658,-0.1,8265.2,1490,470,53852,67756,1490,970,475,490,1520,1470,1510
320,5350096.02,CT,Toronto,0.34918000000000005,3336,1494,1398,3335,2950,2945,2950,2950,1494,1494,0.35,3336,0.2,9553.3,2960,970,53072,61127,2965,2105,1005,1100,3000,2940,2990
321,5350097.01,CT,Toronto,0.3825,4322,1758,1621,4320,3600,3605,3605,3605,1758,1758,0.38,4322,0.7,11305.3,3430,1130,43299,51740,3435,2440,1165,1275,3750,3760,3820
322,5350097.03,CT,Toronto,0.17179,1207,783,679,1205,1085,1085,1085,1085,783,783,0.17,1207,13.7,7029.7,1080,225,38323,41448,1085,590,245,350,1430,1820,1910
323,5350097.04,CT,Toronto,0.32489,5462,2528,2392,5465,4795,4790,4790,4790,2528,2528,0.32,5462,25.6,16816.5,4895,1840,46336,50792,4895,3655,1910,1745,4490,4600,4720
324,5350098.0,CT,Toronto,0.71535,7099,3123,3002,7100,6095,6095,6095,6095,3123,3123,0.72,7099,4.6,9924.5,6095,2120,55377,62720,6095,4315,2180,2140,6660,6670,6830
325,5350099.0,CT,Toronto,0.5813,6585,3380,3241,6585,5630,5630,5630,5630,3380,3380,0.58,6585,3.4,11326.1,5620,2185,63714,79185,5620,4275,2255,2025,6070,6080,6340
326,5350100.0,CT,Toronto,0.28925,2956,1492,1432,2955,2450,2450,2450,2450,1492,1492,0.29,2956,17.4,10224.8,2360,1005,67178,71935,2355,1860,1040,825,2540,2630,2670
327,5350101.0,CT,Toronto,0.43013999999999997,3128,1595,1464,3125,2695,2695,2690,2690,1595,1595,0.43,3128,1.2,7272.7,2810,1195,57026,78646,2810,2250,1230,1020,2790,2890,2960
328,5350102.02,CT,Toronto,0.11565999999999999,4313,2688,2535,4315,3890,3890,3890,3885,2688,2688,0.12,4313,0.3,37309.7,3950,1480,60183,65660,3950,2805,1540,1265,3550,3660,3750
329,5350102.03,CT,Toronto,0.13087000000000001,3682,2178,2095,3680,3305,3305,3305,3305,2178,2178,0.13,3682,18.0,28128.3,3330,1335,53707,59913,3335,2565,1375,1195,3250,3200,3270
330,5350102.04,CT,Toronto,0.10128999999999999,671,309,285,670,570,570,570,570,309,309,0.1,671,-4.7,6623.9,505,190,81946,110758,510,385,205,185,620,610,640
331,5350102.05,CT,Toronto,0.11899000000000001,861,359,340,865,690,690,690,685,359,359,0.12,861,6.0,7235.3,675,260,74303,86332,670,495,270,230,800,770,770
332,5350103.0,CT,Toronto,0.83794,6050,2627,2527,6050,4895,4895,4895,4895,2627,2627,0.84,6050,1.1,7221.3,4895,1960,85009,101659,4900,3595,2015,1580,5620,5770,5780
333,5350104.0,CT,Toronto,0.73732,5525,2141,2054,5525,4370,4375,4375,4375,2141,2141,0.74,5525,4.0,7491.5,4470,1765,89440,117280,4470,3385,1840,1550,5510,5550,5580
334,5350105.0,CT,Toronto,0.55453,4509,1917,1790,4510,3650,3650,3650,3650,1917,1917,0.55,4509,-0.6,8133.1,3755,1365,62203,73450,3755,2755,1415,1340,3810,3850,3900
335,5350106.0,CT,Toronto,1.37076,3773,1427,1343,3775,3215,3215,3215,3210,1427,1427,1.37,3773,-2.8,2752.4,3080,1060,46576,55684,3085,2195,1085,1120,3800,3750,3850
336,5350107.0,CT,Toronto,0.71899,5085,1880,1751,5085,4325,4325,4320,4325,1880,1880,0.72,5085,-13.4,7074.3,4325,1370,48395,53164,4325,2800,1410,1385,5490,5480,5550
337,5350108.0,CT,Toronto,0.73607,6013,2679,2475,6015,5100,5100,5095,5100,2679,2679,0.74,6013,-2.0,8168.7,5095,1415,42680,48616,5095,3100,1480,1620,5780,5800,5850
338,5350109.0,CT,Toronto,0.62602,5496,2299,2203,5500,4760,4765,4765,4760,2299,2299,0.63,5496,11.0,8778.2,4705,1755,58881,62531,4705,3485,1775,1710,5110,5190,5290
339,5350110.0,CT,Toronto,0.5455399999999999,3577,1557,1434,3575,3100,3100,3095,3095,1557,1557,0.55,3577,5.4,6556.1,3165,1110,55000,59390,3165,2255,1135,1120,3210,3280,3360
340,5350111.0,CT,Toronto,0.45581000000000005,2507,968,902,2510,2130,2135,2135,2135,968,968,0.46,2507,-4.4,5499.0,2125,655,48249,53163,2125,1285,665,625,2210,2240,2290
341,5350112.0,CT,Toronto,0.5017199999999999,5295,2181,2035,5295,4580,4575,4575,4575,2181,2181,0.5,5295,5.2,10556.2,4585,1550,50788,54870,4585,3170,1590,1580,4580,4630,4730
342,5350113.0,CT,Toronto,0.38225,2754,1197,1118,2755,2365,2365,2365,2365,1197,1197,0.38,2754,2.2,7203.8,2320,860,51831,79238,2325,1720,895,820,2610,2650,2740
343,5350114.0,CT,Toronto,0.62462,5349,2471,2369,5350,4390,4385,4385,4390,2471,2471,0.62,5349,0.6,8561.1,4420,1430,61222,87718,4425,2950,1500,1455,4900,4480,4540
344,5350115.0,CT,Toronto,0.37543000000000004,4372,1670,1597,4370,3445,3440,3445,3440,1670,1670,0.38,4372,-2.3,11652.5,3415,1055,51906,62166,3415,2345,1090,1255,4260,4320,4320
345,5350116.0,CT,Toronto,0.67913,4628,2044,1921,4630,3510,3510,3510,3510,2044,2044,0.68,4628,10.3,6827.0,3545,1360,66900,95125,3545,2745,1410,1335,4250,4830,4860
346,5350117.0,CT,Toronto,0.39107,2211,1165,1106,2215,1925,1930,1925,1925,1165,1165,0.39,2211,5.2,5653.3,1930,765,73218,136354,1925,1410,790,615,2050,2120,2170
347,5350118.0,CT,Toronto,0.69384,4127,2183,1990,4125,3595,3590,3590,3595,2183,2183,0.69,4127,5.8,5948.4,3655,1195,84056,210644,3655,2550,1275,1280,3980,4060,4250
348,5350119.0,CT,Toronto,0.8519,4630,2485,2310,4630,4070,4065,4065,4070,2485,2485,0.85,4630,3.2,5436.8,4060,1390,65245,308538,4055,2880,1450,1435,3960,4070,4310
349,5350120.0,CT,Toronto,0.25722,1381,697,654,1380,1180,1180,1180,1175,697,697,0.26,1381,1.5,5367.3,1120,430,99453,263122,1120,805,450,360,1230,1260,1300
350,5350121.0,CT,Toronto,0.29736,2659,1629,1448,2660,2285,2285,2285,2285,1629,1629,0.3,2659,20.3,8946.8,2290,775,74305,150569,2290,1635,795,840,2230,2390,2450
351,5350122.0,CT,Toronto,0.53381,6220,3655,3443,6220,5595,5595,5595,5595,3655,3655,0.53,6220,4.9,11654.5,5570,2090,74076,128646,5570,3820,2175,1640,5440,5450,5570
352,5350123.0,CT,Toronto,0.07501000000000001,2268,1494,1467,2265,2110,2115,2115,2110,1494,1494,0.08,2268,5.4,30240.0,2115,940,52878,61003,2110,1705,950,760,1770,1810,1910
353,5350124.0,CT,Toronto,0.55675,5416,3470,3278,5415,4890,4890,4890,4890,3470,3470,0.56,5416,1.2,9725.3,4850,1625,71183,106026,4850,3230,1690,1540,5970,6130,6220
354,5350125.0,CT,Toronto,1.12047,4442,1618,1543,4445,3540,3535,3535,3540,1618,1618,1.12,4442,-1.5,3965.7,3580,1210,140864,363493,3580,2570,1295,1270,4230,4240,4300
355,5350126.0,CT,Toronto,1.44927,4248,1746,1693,4245,3340,3340,3340,3340,1746,1746,1.45,4248,3.5,2931.3,3355,1375,102585,123210,3355,2535,1420,1125,3970,4050,4070
356,5350127.0,CT,Toronto,0.74046,5450,2325,2236,5450,4360,4360,4360,4355,2325,2325,0.74,5450,1.5,7358.9,4345,1720,90935,123435,4345,3300,1775,1525,5550,5520,5570
357,5350128.02,CT,Toronto,0.51869,8705,5052,4766,8705,7520,7520,7520,7520,5052,5052,0.52,8705,4.3,16779.1,7550,3155,68109,88872,7550,5620,3285,2335,7510,7920,8370
358,5350128.04,CT,Toronto,0.16199000000000002,4698,2994,2927,4695,4235,4235,4235,4235,2994,2994,0.16,4698,11.8,29000.0,4200,1825,71619,82212,4200,3075,1875,1200,4320,4380,4500
359,5350128.05,CT,Toronto,0.18162999999999999,945,366,304,945,605,610,605,610,366,366,0.18,945,-0.8,5203.7,575,250,74193,107566,575,465,270,195,870,850,870
360,5350128.06,CT,Toronto,0.08584,4199,2601,2523,4195,3820,3820,3820,3820,2601,2601,0.09,4199,4.3,48882.4,3860,1515,55717,61847,3860,2970,1575,1395,4680,4070,4520
361,5350129.0,CT,Toronto,0.9274100000000001,5770,2787,2622,5770,4840,4840,4845,4845,2787,2787,0.93,5770,16.6,6221.7,4775,1845,75323,133866,4775,3590,1860,1735,4860,4850,4930
362,5350130.0,CT,Toronto,1.27901,3543,1365,1279,3545,2905,2910,2905,2910,1365,1365,1.28,3543,-4.8,2769.5,2860,895,94989,316902,2860,2060,945,1115,3560,3490,3550
363,5350131.0,CT,Toronto,1.04439,5310,2505,2360,5310,4555,4560,4560,4555,2505,2505,1.04,5310,-1.8,5083.3,4635,1515,72111,333391,4635,3350,1555,1795,4930,4970,5040
