GeoUID,Type,Region Name,Area (sq km),Population ,Dwellings ,Households ,"v_CA16_401: Population, 2016",v_CA16_406: Population density per square kilometre,v_CA16_407: Land area in square kilometres,v_CA16_1: Age Stats
5350030.00,CT,Toronto,0.38708,4529,2319,2195,4529,11893.4,0.38,4530
5350031.00,CT,Toronto,0.26375,6274,2864,2765,6274,24270.8,0.26,6270
5350032.00,CT,Toronto,0.4197,5363,2976,2641,5363,12781.2,0.42,5360
5350033.00,CT,Toronto,0.31957,5042,3010,2733,5042,15780.9,0.32,5045
5350034.01,CT,Toronto,0.12455,4554,2884,2268,4554,36578.3,0.12,4555
5350034.02,CT,Toronto,0.39824,5147,3409,3055,5147,12922.4,0.40,5145
5350035.00,CT,Toronto,0.66273,9876,6772,5707,9876,14900.4,0.66,9880
5350036.00,CT,Toronto,0.38343,5487,3641,3272,5487,14311.4,0.38,5490
5350037.00,CT,Toronto,0.45102,4494,2463,2116,4494,9957.9,0.45,4490
5350038.00,CT,Toronto,0.36616,3772,1820,1638,3772,10303.2,0.37,3775
5350039.00,CT,Toronto,0.31773,4192,1821,1709,4192,13186.5,0.32,4190
5350040.00,CT,Toronto,0.36873,4568,1961,1788,4568,12396.2,0.37,4570
5350041.00,CT,Toronto,0.31712,3453,1588,1453,3453,10889.3,0.32,3450
5350042.00,CT,Toronto,0.48994,4570,2150,1965,4570,9328.4,0.49,4570
5350043.00,CT,Toronto,0.55392,3965,1863,1704,3965,7158.3,0.55,3960
5350044.00,CT,Toronto,0.49064,8825,5124,4629,8825,17988.2,0.49,8825
5350045.00,CT,Toronto,0.29514,3453,1567,1468,3453,11693.2,0.30,3455
5350046.00,CT,Toronto,0.42036,3281,1404,1330,3281,7808.2,0.42,3280
5350047.02,CT,Toronto,0.28694,3791,2083,1947,3791,13209.1,0.29,3790
5350047.03,CT,Toronto,0.11809,703,376,361,703,5952.6,0.12,700
5350047.04,CT,Toronto,0.27379,2846,1253,1180,2846,10394.4,0.27,2845
5350048.00,CT,Toronto,0.3349,3557,1660,1560,3557,10617.9,0.34,3555
5350049.00,CT,Toronto,0.46479,3663,1506,1426,3663,7879.1,0.46,3665
5350050.01,CT,Toronto,1.46504,8746,4553,4336,8746,6816.8,1.28,8750
5350050.03,CT,Toronto,1.92412,1109,606,590,1109,653.2,1.70,1110
5350050.04,CT,Toronto,0.77861,5008,2291,2212,5008,6589.5,0.76,5010
5350051.00,CT,Toronto,0.69119,5399,2570,2313,5399,7807.7,0.69,5400
5350052.00,CT,Toronto,0.50129,4077,1933,1839,4077,8134.5,0.50,4075
5350053.00,CT,Toronto,0.68317,5982,2840,2712,5982,8755.9,0.68,5985
5350054.00,CT,Toronto,0.70239,5803,2975,2724,5803,8261.7,0.70,5805
5350055.00,CT,Toronto,0.27636,2763,1403,1320,2763,10000.0,0.28,2760
5350056.00,CT,Toronto,0.50948,4772,2170,2018,4772,9367.9,0.51,4770
5350057.00,CT,Toronto,0.26644,2311,1226,1108,2311,8674.9,0.27,2310
5350058.00,CT,Toronto,0.38414,3980,2063,1888,3980,10351.1,0.38,3980
5350059.00,CT,Toronto,0.36663,3837,1621,1447,3837,10466.4,0.37,3835
5350060.00,CT,Toronto,0.27159,2685,1669,1471,2685,9885.9,0.27,2685
5350061.00,CT,Toronto,0.76722,1085,536,475,1085,1414.2,0.77,1085
5350062.01,CT,Toronto,0.10685,5595,3852,3302,5595,52387.6,0.11,5595
5350062.02,CT,Toronto,0.58534,9084,6837,5374,9084,15520.2,0.59,9085
5350063.03,CT,Toronto,0.09338,5104,3640,3405,5104,54646.7,0.09,5105
5350063.04,CT,Toronto,0.14093,3370,2409,2264,3370,23917.7,0.14,3370
5350063.05,CT,Toronto,0.12992,4331,3429,2943,4331,33315.4,0.13,4330
5350063.06,CT,Toronto,0.19221,5171,3761,3519,5171,26890.3,0.19,5170
5350064.00,CT,Toronto,0.19472,4311,2898,2683,4311,22130.4,0.19,4310
5350065.01,CT,Toronto,0.08613,2483,1496,1394,2483,28872.1,0.09,2480
5350065.02,CT,Toronto,0.14341,11821,5715,5481,11821,82433.8,0.14,11820
5350066.00,CT,Toronto,0.32848,7608,4597,4425,7608,23166.9,0.33,7610
5350067.00,CT,Toronto,0.66344,1694,868,814,1694,2600.6,0.65,1690
5350068.00,CT,Toronto,0.43058,2367,1296,1203,2367,5655.9,0.42,2370
5350069.00,CT,Toronto,0.87273,4923,2011,1894,4923,5734.4,0.86,4925
5350070.00,CT,Toronto,0.44642,3512,1774,1712,3512,7980.0,0.44,3515
5350071.00,CT,Toronto,0.46398,3481,1521,1402,3481,7498.9,0.46,3485
5350072.01,CT,Toronto,0.40518,4586,1949,1864,4586,11315.1,0.41,4590
5350072.02,CT,Toronto,0.5369,3141,1320,1261,3141,5850.3,0.54,3140
5350073.00,CT,Toronto,0.35718,2605,1077,1007,2605,7292.8,0.36,2605
5350074.00,CT,Toronto,0.3998,3848,1710,1598,3848,9624.8,0.40,3850
5350075.00,CT,Toronto,0.49858,4083,1839,1760,4083,8190.6,0.50,4085
5350076.00,CT,Toronto,0.45744,4415,1993,1937,4415,9646.1,0.46,4415
5350077.00,CT,Toronto,0.6104,4670,1968,1907,4670,7652.0,0.61,4670
5350078.00,CT,Toronto,0.77495,6016,2980,2854,6016,7760.6,0.78,6015
5350079.00,CT,Toronto,1.01839,7327,2986,2887,7327,7194.6,1.02,7330
5350080.01,CT,Toronto,0.47192,3352,1496,1428,3352,7104.7,0.47,3355
5350080.02,CT,Toronto,0.39054,4686,2073,2011,4686,11996.9,0.39,4685
5350081.00,CT,Toronto,0.36798,2848,1140,1076,2848,7741.2,0.37,2850
5350082.00,CT,Toronto,0.3084,2766,1060,1027,2766,8971.8,0.31,2765
5350083.00,CT,Toronto,0.44642,4052,1908,1822,4052,9077.1,0.45,4050
5350084.00,CT,Toronto,0.40903,3810,1613,1498,3810,9317.7,0.41,3810
5350085.00,CT,Toronto,0.49901,3994,2154,2078,3994,8112.9,0.49,3995
5350086.00,CT,Toronto,1.1385,2661,965,921,2661,2337.1,1.14,2660
5350087.00,CT,Toronto,1.60971,5155,2652,2491,5155,3218.5,1.60,5155
5350088.00,CT,Toronto,0.22973,3249,1997,1821,3249,14144.5,0.23,3255
5350089.00,CT,Toronto,0.32969,3896,2995,2345,3896,11816.8,0.33,3895
5350090.00,CT,Toronto,0.39427,4144,2584,2347,4144,10512.4,0.39,4145
5350091.01,CT,Toronto,0.51145,6031,3639,3224,6031,11788.5,0.51,6030
5350091.02,CT,Toronto,0.32714,3525,2288,2009,3525,10773.2,0.33,3525
5350092.00,CT,Toronto,0.62885,7278,4113,3718,7278,11576.3,0.63,7275
5350093.00,CT,Toronto,0.61785,5652,2490,2291,5652,9148.6,0.62,5655
5350094.00,CT,Toronto,0.63892,4950,2177,2048,4950,7742.8,0.64,4950
5350095.00,CT,Toronto,0.31549,3095,1392,1319,3095,9809.8,0.32,3095
5350096.01,CT,Toronto,0.20053,1658,694,658,1658,8265.2,0.20,1660
5350096.02,CT,Toronto,0.34918,3336,1494,1398,3336,9553.3,0.35,3335
5350097.01,CT,Toronto,0.3825,4322,1758,1621,4322,11305.3,0.38,4320
5350097.03,CT,Toronto,0.17179,1207,783,679,1207,7029.7,0.17,1205
5350097.04,CT,Toronto,0.32489,5462,2528,2392,5462,16816.5,0.32,5465
5350098.00,CT,Toronto,0.71535,7099,3123,3002,7099,9924.5,0.72,7100
5350099.00,CT,Toronto,0.5813,6585,3380,3241,6585,11326.1,0.58,6585
5350100.00,CT,Toronto,0.28925,2956,1492,1432,2956,10224.8,0.29,2955
5350101.00,CT,Toronto,0.43014,3128,1595,1464,3128,7272.7,0.43,3125
5350102.02,CT,Toronto,0.11566,4313,2688,2535,4313,37309.7,0.12,4315
5350102.03,CT,Toronto,0.13087,3682,2178,2095,3682,28128.3,0.13,3680
5350102.04,CT,Toronto,0.10129,671,309,285,671,6623.9,0.10,670
5350102.05,CT,Toronto,0.11899,861,359,340,861,7235.3,0.12,865
5350103.00,CT,Toronto,0.83794,6050,2627,2527,6050,7221.3,0.84,6050
5350104.00,CT,Toronto,0.73732,5525,2141,2054,5525,7491.5,0.74,5525
5350105.00,CT,Toronto,0.55453,4509,1917,1790,4509,8133.1,0.55,4510
5350106.00,CT,Toronto,1.37076,3773,1427,1343,3773,2752.4,1.37,3775
5350107.00,CT,Toronto,0.71899,5085,1880,1751,5085,7074.3,0.72,5085
5350108.00,CT,Toronto,0.73607,6013,2679,2475,6013,8168.7,0.74,6015
5350109.00,CT,Toronto,0.62602,5496,2299,2203,5496,8778.2,0.63,5500
5350110.00,CT,Toronto,0.54554,3577,1557,1434,3577,6556.1,0.55,3575
5350111.00,CT,Toronto,0.45581,2507,968,902,2507,5499.0,0.46,2510
5350112.00,CT,Toronto,0.50172,5295,2181,2035,5295,10556.2,0.50,5295
5350113.00,CT,Toronto,0.38225,2754,1197,1118,2754,7203.8,0.38,2755
5350114.00,CT,Toronto,0.62462,5349,2471,2369,5349,8561.1,0.62,5350
5350115.00,CT,Toronto,0.37543,4372,1670,1597,4372,11652.5,0.38,4370
5350116.00,CT,Toronto,0.67913,4628,2044,1921,4628,6827.0,0.68,4630
5350117.00,CT,Toronto,0.39107,2211,1165,1106,2211,5653.3,0.39,2215
5350118.00,CT,Toronto,0.69384,4127,2183,1990,4127,5948.4,0.69,4125
5350119.00,CT,Toronto,0.8519,4630,2485,2310,4630,5436.8,0.85,4630
5350120.00,CT,Toronto,0.25722,1381,697,654,1381,5367.3,0.26,1380
5350121.00,CT,Toronto,0.29736,2659,1629,1448,2659,8946.8,0.30,2660
5350122.00,CT,Toronto,0.53381,6220,3655,3443,6220,11654.5,0.53,6220
5350123.00,CT,Toronto,0.07501,2268,1494,1467,2268,30240.0,0.08,2265
5350124.00,CT,Toronto,0.55675,5416,3470,3278,5416,9725.3,0.56,5415
5350125.00,CT,Toronto,1.12047,4442,1618,1543,4442,3965.7,1.12,4445
5350126.00,CT,Toronto,1.44927,4248,1746,1693,4248,2931.3,1.45,4245
5350127.00,CT,Toronto,0.74046,5450,2325,2236,5450,7358.9,0.74,5450
5350128.02,CT,Toronto,0.51869,8705,5052,4766,8705,16779.1,0.52,8705
5350128.04,CT,Toronto,0.16199,4698,2994,2927,4698,29000.0,0.16,4695
5350128.05,CT,Toronto,0.18163,945,366,304,945,5203.7,0.18,945
5350128.06,CT,Toronto,0.08584,4199,2601,2523,4199,48882.4,0.09,4195
5350129.00,CT,Toronto,0.92741,5770,2787,2622,5770,6221.7,0.93,5770
5350130.00,CT,Toronto,1.27901,3543,1365,1279,3543,2769.5,1.28,3545
5350131.00,CT,Toronto,1.04439,5310,2505,2360,5310,5083.3,1.04,5310
5350132.00,CT,Toronto,0.92464,5467,2155,2038,5467,5912.8,0.92,5465
5350133.00,CT,Toronto,0.66745,7339,3629,3408,7339,10998.1,0.67,7340
5350134.00,CT,Toronto,0.41704,2959,1076,1033,2959,7092.5,0.42,2960
5350135.00,CT,Toronto,0.71622,6047,3316,3054,6047,8442.0,0.72,6045
5350136.01,CT,Toronto,0.19196,6128,4023,3779,6128,31916.7,0.19,6125
5350136.02,CT,Toronto,0.21013,4983,3459,3198,4983,23706.0,0.21,4980
5350137.00,CT,Toronto,0.91421,7077,3644,3509,7077,7740.3,0.91,7080
5350138.00,CT,Toronto,0.96546,3103,1250,1181,3103,3214.2,0.97,3105
5350139.01,CT,Toronto,0.7736,4167,1904,1824,4167,5385.8,0.77,4165
5350139.02,CT,Toronto,0.50952,2542,961,920,2542,4989.2,0.51,2540
5350140.00,CT,Toronto,0.57204,2408,826,791,2408,4209.8,0.57,2405
5350141.01,CT,Toronto,0.55041,4320,1685,1620,4320,7854.5,0.55,4320
5350141.02,CT,Toronto,0.68759,4477,1624,1561,4477,6512.0,0.69,4475
5350142.00,CT,Toronto,1.04392,5810,2313,2237,5810,5565.7,1.04,5810
5350150.00,CT,Toronto,1.10899,4201,1640,1586,4201,3939.4,1.07,4200
5350151.00,CT,Toronto,0.65559,3784,1577,1535,3784,5979.8,0.63,3785
5350152.00,CT,Toronto,0.85463,4545,1846,1764,4545,5317.7,0.85,4545
5350153.00,CT,Toronto,0.92761,4462,1783,1685,4462,4811.3,0.93,4465
5350154.00,CT,Toronto,2.15888,6157,2899,2818,6157,2936.0,2.10,6155
5350155.00,CT,Toronto,0.81296,3128,1316,1206,3128,3848.4,0.81,3130
5350156.01,CT,Toronto,0.60545,5688,2365,2273,5688,9395.4,0.61,5690
5350156.02,CT,Toronto,0.59201,2811,1124,1073,2811,4747.5,0.59,2810
5350157.00,CT,Toronto,0.48528,2635,1107,1016,2635,5689.9,0.46,2635
5350158.00,CT,Toronto,0.63989,2848,1346,1250,2848,4451.4,0.64,2845
5350159.01,CT,Toronto,0.49247,3487,1386,1223,3487,7081.6,0.49,3490
5350159.02,CT,Toronto,0.57532,4723,1843,1709,4723,8209.6,0.58,4725
5350160.00,CT,Toronto,0.73445,3116,1246,1143,3116,4241.2,0.73,3115
5350161.00,CT,Toronto,0.81126,6839,2689,2537,6839,8432.8,0.81,6835
5350162.00,CT,Toronto,0.57575,5119,2059,1952,5119,8890.2,0.58,5120
5350163.00,CT,Toronto,0.45422,4358,1882,1762,4358,9590.7,0.45,4360
5350164.00,CT,Toronto,0.62823,6258,2629,2515,6258,9966.6,0.63,6255
5350165.00,CT,Toronto,0.48493,4370,2031,1943,4370,9012.2,0.48,4370
5350166.00,CT,Toronto,0.78603,4180,1691,1625,4180,5317.4,0.79,4180
5350167.01,CT,Toronto,0.13411,1879,1483,1312,1879,14001.5,0.13,1880
5350167.02,CT,Toronto,0.60145,5815,3143,2998,5815,9667.5,0.60,5815
5350168.00,CT,Toronto,0.56552,5475,2665,2458,5475,9678.3,0.57,5475
5350169.01,CT,Toronto,0.3781,3472,1457,1334,3472,9182.8,0.38,3475
5350169.02,CT,Toronto,0.43778,7464,3318,3202,7464,17041.1,0.44,7465
5350170.00,CT,Toronto,1.01423,3321,1305,1201,3321,3274.8,1.01,3320
5350171.00,CT,Toronto,0.6081,4055,1613,1522,4055,6668.3,0.61,4055
5350172.00,CT,Toronto,1.21015,2522,1183,1128,2522,2083.8,1.21,2520
5350173.00,CT,Toronto,0.60145,3694,1528,1438,3694,6141.3,0.60,3695
5350174.00,CT,Toronto,1.06328,7264,2751,2723,7264,6928.0,1.05,7260
5350175.01,CT,Toronto,0.80126,6036,2551,2406,6036,7676.5,0.79,6040
5350175.02,CT,Toronto,0.74248,7679,3813,3585,7679,10824.6,0.71,7680
5350176.00,CT,Toronto,1.00471,4277,1697,1609,4277,4257.4,1.00,4270
5350180.00,CT,Toronto,0.6138,6556,2875,2765,6556,10679.3,0.61,6560
5350181.01,CT,Toronto,0.57055,4313,1940,1858,4313,7560.0,0.57,4310
5350181.02,CT,Toronto,0.60182,3552,1664,1591,3552,5901.3,0.60,3550
5350182.00,CT,Toronto,0.7605,5531,2297,2186,5531,7272.8,0.76,5535
5350183.01,CT,Toronto,0.52409,2603,1048,1007,2603,4966.6,0.52,2605
5350183.02,CT,Toronto,0.42813,3938,1584,1522,3938,9196.6,0.43,3940
5350184.01,CT,Toronto,0.47406,5108,2346,2307,5108,10767.3,0.47,5105
5350184.02,CT,Toronto,0.56201,3768,1694,1642,3768,6757.5,0.56,3765
5350185.01,CT,Toronto,0.49919,6810,3507,3394,6810,13647.3,0.50,6810
5350185.02,CT,Toronto,1.22887,4689,2305,2269,4689,3921.6,1.20,4685
5350186.00,CT,Toronto,1.91076,2416,949,913,2416,1297.7,1.86,2420
5350187.00,CT,Toronto,1.21045,3448,1424,1351,3448,2878.1,1.20,3445
5350188.00,CT,Toronto,0.55199,2017,842,797,2017,3655.3,0.55,2020
5350189.00,CT,Toronto,1.23951,5462,2226,2180,5462,4406.3,1.24,5460
5350190.01,CT,Toronto,0.40227,9127,3577,3507,9127,22681.4,0.40,9125
5350190.02,CT,Toronto,0.5813,4765,2102,2026,4765,8197.1,0.58,4765
5350191.00,CT,Toronto,0.82303,4229,1853,1779,4229,5137.3,0.82,4230
5350192.00,CT,Toronto,0.92037,905,462,440,905,986.8,0.92,900
5350193.00,CT,Toronto,1.41592,3314,1070,1043,3314,2396.2,1.38,3315
5350194.01,CT,Toronto,0.2315,5498,1482,1463,5498,24922.9,0.22,5495
5350194.02,CT,Toronto,0.34635,6240,1934,1923,6240,18013.9,0.35,6240
5350194.03,CT,Toronto,0.25016,2933,1238,1229,2933,11722.6,0.25,2935
5350194.04,CT,Toronto,2.29209,6437,2571,2508,6437,2813.5,2.29,6435
5350195.01,CT,Toronto,0.9462,4483,1656,1604,4483,4737.4,0.95,4480
5350195.02,CT,Toronto,0.37813,2317,920,894,2317,6124.8,0.38,2315
5350196.01,CT,Toronto,0.3774,1977,811,775,1977,5237.1,0.38,1980
5350196.02,CT,Toronto,1.10548,5635,2376,2250,5635,5097.7,1.11,5635
5350200.01,CT,Toronto,0.6408,5614,3143,3055,5614,10524.9,0.53,5615
5350200.02,CT,Toronto,0.14209,981,680,649,981,6903.6,0.14,980
5350201.00,CT,Toronto,0.75952,5371,2989,2776,5371,7138.5,0.75,5370
5350202.00,CT,Toronto,0.33589,1647,653,631,1647,4903.2,0.34,1645
5350203.00,CT,Toronto,0.58927,3160,1507,1431,3160,5364.1,0.59,3160
5350204.00,CT,Toronto,0.74088,4537,2310,2210,4537,6122.8,0.74,4535
5350205.00,CT,Toronto,0.73372,149,0,0,149,204.8,0.73,0
5350206.01,CT,Toronto,1.13878,4217,2151,2041,4217,3783.8,1.11,4220
5350206.02,CT,Toronto,1.08513,5867,2994,2774,5867,5406.9,1.09,5865
5350207.00,CT,Toronto,0.67366,2605,1285,1181,2605,3867.3,0.67,2605
5350208.00,CT,Toronto,1.29403,4172,2062,1981,4172,3223.9,1.29,4175
5350209.00,CT,Toronto,0.69308,2718,1338,1252,2718,3922.1,0.69,2715
5350210.01,CT,Toronto,2.96012,3083,1008,971,3083,1041.6,2.96,3080
5350210.02,CT,Toronto,0.94935,11390,9168,7016,11390,12511.0,0.91,11390
5350211.00,CT,Toronto,3.27116,6350,2512,2447,6350,1941.2,3.27,6345
5350212.00,CT,Toronto,1.70654,5704,2220,2169,5704,3397.9,1.68,5700
5350213.01,CT,Toronto,0.94226,2666,1021,990,2666,2829.5,0.94,2665
5350213.02,CT,Toronto,7.04474,6045,3246,3134,6045,864.7,6.99,6050
5350214.00,CT,Toronto,2.82378,5069,2466,2389,5069,1794.9,2.82,5070
5350215.00,CT,Toronto,2.60049,6748,2991,2789,6748,2600.0,2.60,6750
5350216.00,CT,Toronto,1.9993,5532,2238,2163,5532,2793.5,1.98,5535
5350217.00,CT,Toronto,1.33055,5692,2917,2756,5692,4704.5,1.21,5695
5350218.00,CT,Toronto,0.683,2652,1060,1025,2652,3882.3,0.68,2655
5350219.00,CT,Toronto,1.36063,4427,1690,1644,4427,3254.0,1.36,4430
5350220.00,CT,Toronto,1.32212,4177,1597,1584,4177,3219.5,1.30,4180
5350221.01,CT,Toronto,1.64542,6377,2751,2725,6377,3925.8,1.62,6380
5350221.02,CT,Toronto,0.80501,5202,2167,2064,5202,6461.3,0.81,5205
5350222.01,CT,Toronto,1.28483,6699,2626,2557,6699,5213.2,1.29,6695
5350222.02,CT,Toronto,1.2002,5141,1830,1782,5141,4283.1,1.20,5140
5350223.01,CT,Toronto,0.87242,1522,536,530,1522,1744.6,0.87,1520
5350223.02,CT,Toronto,0.87247,2136,793,771,2136,2449.0,0.87,2135
5350224.00,CT,Toronto,1.04417,1696,578,573,1696,1624.1,1.04,1695
5350225.01,CT,Toronto,0.93466,4981,2387,2316,4981,5330.1,0.93,4980
5350225.02,CT,Toronto,0.3048,9706,5006,4859,9706,31843.8,0.30,9710
5350226.00,CT,Toronto,0.95333,3167,1262,1212,3167,3321.8,0.95,3165
5350227.00,CT,Toronto,0.49184,1750,637,626,1750,3558.4,0.49,1750
5350228.00,CT,Toronto,0.883,3131,1418,1362,3131,3829.5,0.82,3135
5350229.00,CT,Toronto,0.32031,1223,393,384,1223,3819.5,0.32,1225
5350230.01,CT,Toronto,1.50655,2537,1109,1082,2537,1752.3,1.45,2535
5350230.02,CT,Toronto,0.98584,6537,2775,2606,6537,6631.2,0.99,6540
5350231.00,CT,Toronto,3.02848,6461,2722,2566,6461,2133.5,3.03,6460
5350232.00,CT,Toronto,2.04605,3825,1348,1306,3825,1869.5,2.05,3825
5350233.00,CT,Toronto,2.0806,5530,2032,1982,5530,2658.3,2.08,5530
5350234.00,CT,Toronto,2.11718,4524,1645,1600,4524,2136.7,2.12,4520
5350235.01,CT,Toronto,1.40707,2841,1009,997,2841,2019.3,1.41,2840
5350235.02,CT,Toronto,1.07805,5277,2039,2010,5277,4894.7,1.08,5280
5350236.01,CT,Toronto,0.98685,6646,2560,2519,6646,6734.9,0.99,6645
5350236.02,CT,Toronto,4.07421,5946,2284,2256,5946,1504.1,3.95,5945
5350237.01,CT,Toronto,1.18532,6816,2468,2410,6816,5750.4,1.19,6815
5350237.02,CT,Toronto,0.95503,2986,1077,1061,2986,3126.0,0.96,2985
5350237.03,CT,Toronto,1.06898,5638,2626,2544,5638,5274.1,1.07,5640
5350238.01,CT,Toronto,1.03807,3350,1259,1231,3350,3227.0,1.04,3350
5350238.02,CT,Toronto,0.98177,5244,2070,1953,5244,5342.3,0.98,5245
5350239.00,CT,Toronto,2.55782,6481,2511,2383,6481,2561.6,2.53,6480
5350240.01,CT,Toronto,1.27269,3366,1291,1263,3366,2644.8,1.27,3365
5350240.02,CT,Toronto,1.04495,6043,2621,2558,6043,5782.8,1.05,6040
5350241.00,CT,Toronto,1.0982,3231,1030,1003,3231,2967.2,1.09,3230
5350242.00,CT,Toronto,0.67084,1674,610,575,1674,2759.2,0.61,1675
5350243.01,CT,Toronto,0.31518,6658,2236,2142,6658,21129.8,0.32,6660
5350243.02,CT,Toronto,1.2154,3617,1342,1304,3617,2975.7,1.22,3615
5350244.01,CT,Toronto,1.45046,5677,2009,1945,5677,3957.2,1.43,5680
5350244.02,CT,Toronto,1.46584,3779,1335,1274,3779,2640.3,1.43,3780
5350245.00,CT,Toronto,1.42111,6934,2672,2567,6934,4879.7,1.42,6935
5350246.00,CT,Toronto,1.0727,3595,1317,1279,3595,3351.0,1.07,3595
5350247.01,CT,Toronto,17.35024,8727,2931,2748,8727,504.8,17.29,8725
5350247.02,CT,Toronto,3.22582,7167,2537,2385,7167,2221.5,3.23,7170
5350248.02,CT,Toronto,1.23696,5671,1864,1784,5671,4688.3,1.21,5670
5350248.03,CT,Toronto,3.79608,2619,789,754,2619,701.7,3.73,2620
5350248.04,CT,Toronto,1.51177,4771,1671,1496,4771,3220.0,1.48,4770
5350248.05,CT,Toronto,1.15519,4332,1413,1310,4332,3859.9,1.12,4330
5350249.01,CT,Toronto,0.82975,4650,1428,1341,4650,5603.8,0.83,4645
5350249.03,CT,Toronto,2.96801,5696,1704,1592,5696,1922.3,2.96,5695
5350249.04,CT,Toronto,0.68632,3344,999,952,3344,4872.5,0.69,3345
5350249.05,CT,Toronto,0.64364,5476,1584,1534,5476,8507.1,0.64,5475
5350250.01,CT,Toronto,1.40913,5432,1618,1545,5432,3940.2,1.38,5430
5350250.02,CT,Toronto,1.99197,4928,1854,1735,4928,2559.7,1.93,4925
5350250.04,CT,Toronto,0.50556,6206,2057,1994,6206,12840.9,0.48,6205
5350250.05,CT,Toronto,0.70576,7607,2288,2270,7607,11273.0,0.67,7605
5350260.01,CT,Toronto,0.7288,6748,2431,2398,6748,9423.3,0.72,6745
5350260.04,CT,Toronto,0.1881,4147,1498,1480,4147,22046.8,0.19,4150
5350260.05,CT,Toronto,0.2543,4020,1369,1332,4020,15808.1,0.25,4020
5350260.06,CT,Toronto,0.95204,3348,1132,1116,3348,3603.9,0.93,3350
5350260.07,CT,Toronto,0.35737,3670,1534,1504,3670,10693.5,0.34,3670
5350261.00,CT,Toronto,1.92395,5501,2284,2194,5501,2881.0,1.91,5500
5350262.01,CT,Toronto,0.67091,5736,2752,2728,5736,8549.7,0.67,5735
5350262.02,CT,Toronto,2.16555,6273,2526,2490,6273,2931.9,2.14,6275
5350263.02,CT,Toronto,2.00598,3471,1680,1629,3471,1730.1,2.01,3470
5350263.03,CT,Toronto,1.56059,4906,2106,2060,4906,3143.3,1.56,4905
5350263.04,CT,Toronto,0.69962,6531,3616,3536,6531,9694.2,0.67,6535
5350264.00,CT,Toronto,3.46534,1301,482,435,1301,375.4,3.47,1300
